year,adj,noun
1985,scented,breeze
1986,sweet-smelling,breath
1986,fragrant,straw
1986,perfumed,air
1986,fragrant,august
1986,fragrant,old
1986,fragrant,promise
1986,fragrant,memento
1986,scented,air
1986,perfumed,soap
1987,fragrant,heat
1987,fragrant,oil
1987,perfumed,oil
1987,fragrant,white
1987,fragrant,grass
1987,scented,candle
1987,fragrant,stream
1987,fragrant,brush
1987,fragrant,water
1988,fragrant,tea
1988,fragrant,stalk
1988,scented,letter
1988,scented,wine
1989,fragrant,red
1989,fragrant,haystack
1989,scented,negligee
1989,perfumed,woman
1989,sweet-smelling,smoke
1989,perfumed,hair
1989,scented,prey
1989,scented,soap
1992,fragrant,mint
1992,fragrant,wad
1992,sweet-smelling,straw
1992,sweet-smelling,stream
1992,fragrant,bouquet
1992,fragrant,eden
1992,perfumed,card
1992,perfumed,comforter
1992,fragrant,girl
1992,perfumed,ointment
1993,fragrant,white
1993,perfumed,silk
1993,perfumed,water
1993,fragrant,hedge
1993,fragrant,mouse
1993,fragrant,allure
1993,fragrant,tropical
1993,fragrant,joint
1993,fragrant,offer
1993,scented,candle
1993,fragrant,air
1993,fragrant,juniper
1993,fragrant,air
1993,fragrant,dish
1993,sweet-smelling,wood
1993,fragrant,tea
1993,sweet-smelling,white
1993,scented,greenery
1993,scented,candle
1993,scented,soap
1993,fragrant,hot
1993,fragrant,friend
1993,fragrant,moss
1993,fragrant,wreath
1993,fragrant,brown
1993,fragrant,lavender
1993,fragrant,blossom
1993,fragrant,steam
1993,fragrant,clothespress
1993,scented,candle
1993,scented,sachet
1993,fragrant,chicken
1993,scented,frond
1993,sweet-smelling,wooden
1993,fragrant,summer
1993,scented,sheet
1993,perfumed,flower
1993,fragrant,homemade
1993,fragrant,round
1993,fragrant,irish
1993,scented,water
1993,fragrant,hot
1993,fragrant,stem
1993,fragrant,field
1994,scented,oil
1994,fragrant,wrigley
1994,fragrant,tree
1994,sweet-smelling,hay
1994,fragrant,clean-u-lichen
1994,scented,water
1994,sweet-smelling,base
1995,fragrant,liquor
1995,sweet-smelling,dust
1995,perfumed,slipstream
1995,scented,smoke
1995,fragrant,humidity
1995,scented,water
1995,fragrant,cigarette
1995,scented,moss
1995,scented,candle-darkness
1996,scented,oil
1996,fragrant,mock-orange
1996,scented,cat
1996,perfumed,smell
1996,scented,air
1996,perfumed,skin
1997,perfumed,room
1997,sweet-smelling,blossom
1997,fragrant,steam
1997,fragrant,perfection
1997,scented,candle
1997,sweet-smelling,beauty
1997,fragrant,night
1997,fragrant,black
1997,perfumed,new
1997,scented,water
1997,sweet-smelling,waxy
1998,scented,bath
1998,scented,rainwater
1998,scented,cloud
1998,fragrant,clump
1998,perfumed,cream
1998,perfumed,lair
1998,fragrant,english
1998,fragrant,odor
1998,fragrant,shiver
1998,fragrant,cup
1998,fragrant,morning
1998,fragrant,black
1998,fragrant,apple
1998,perfumed,laundry
1998,fragrant,incense
1998,fragrant,smoke
1999,fragrant,harbor
1999,fragrant,wand
1999,fragrant,canopy
1999,fragrant,fire
1999,fragrant,cup
1999,perfumed,tangle
1999,perfumed,rosy
1999,scented,lunar
1999,fragrant,blend
1999,fragrant,shadow
1999,scented,electrolyte
1999,scented,blur
1999,fragrant,air
1999,perfumed,warmth
1999,fragrant,cloth
1999,scented,smoke
1999,scented,bath
1999,perfumed,oil
1999,perfumed,handkerchief
1999,fragrant,dark
2000,fragrant,potpourri
2000,scented,wood
2000,fragrant,tub
2000,scented,solitude
2000,fragrant,water
2000,fragrant,bedding
2000,fragrant,ghost
2000,scented,evening
2000,fragrant,bank
2000,perfumed,self
2000,scented,potion
2000,scented,darkness
2001,fragrant,tea
2001,fragrant,smell
2001,fragrant,smother
2001,scented,garland
2001,scented,air
2001,sweet-smelling,hay
2001,fragrant,flower
2001,perfumed,cheek
2001,perfumed,air
2001,sweet-smelling,sweat
2001,sweet-smelling,mist
2001,scented,soap
2001,perfumed,water
2001,scented,slipstream
2001,sweet-smelling,sandalwood
2001,scented,hair
2001,perfumed,shoulder
2001,perfumed,cloud
2001,perfumed,cloud
2001,perfumed,stationery
2001,fragrant,air
2001,perfumed,pine
2001,perfumed,water
2002,fragrant,juniper
2002,fragrant,juniper
2002,fragrant,arm
2002,sweet-smelling,water
2002,perfumed,handkerchief
2002,fragrant,ambrosia
2002,scented,air
2002,perfumed,interior
2002,fragrant,cotton
2002,fragrant,word
2002,scented,candle
2002,fragrant,summer
2002,perfumed,tea
2003,scented,lip
2003,perfumed,fingertip
2003,fragrant,pot
2003,sweet-smelling,tobacco
2003,fragrant,breast
2003,scented,geranium
2003,perfumed,linen
2003,fragrant,trade
2003,fragrant,coconut
2003,fragrant,hair
2003,scented,soap
2003,perfumed,darkness
2003,fragrant,steam
2003,perfumed,bath
2003,sweet-smelling,grass
2003,scented,tissue
2003,scented,wax
2003,sweet-smelling,clay
2004,fragrant,wildflowers
2004,scented,white
2004,fragrant,year
2004,fragrant,oil
2004,fragrant,aroma
2004,fragrant,white
2004,scented,candle
2004,fragrant,breeze
2004,scented,one
2004,perfumed,oil
2004,scented,candle
2004,sweet-smelling,stuff
2004,fragrant,oil
2004,sweet-smelling,son
2004,perfumed,sea
2004,perfumed,sea
2004,perfumed,sea
2005,scented,air
2005,sweet-smelling,incense
2005,perfumed,boy
2005,fragrant,liquid
2005,sweet-smelling,herb
2005,perfumed,blend
2005,scented,coconut
2005,sweet-smelling,little
2005,fragrant,breeze
2005,fragrant,grass
2005,scented,goodness
2005,fragrant,evaporate
2006,scented,air
2006,scented,wood
2006,sweet-smelling,pubic
2006,sweet-smelling,cloud
2006,fragrant,pink
2006,scented,jasmine
2006,fragrant,place
2006,scented,candle
2006,fragrant,flower
2006,fragrant,tea
2006,perfumed,wrist
2006,fragrant,tree
2006,fragrant,bush
2006,scented,soap
2006,fragrant,air
2006,fragrant,wild
2006,perfumed,breath
2007,perfumed,soap
2007,perfumed,summer
2007,perfumed,old
2007,perfumed,cream
2007,fragrant,air
2007,fragrant,goddess
2007,fragrant,goddess
2007,fragrant,goddess
2007,fragrant,goddess
2007,fragrant,goddess
2007,fragrant,goddess
2007,fragrant,bread
2007,scented,candle
2008,scented,oil
2008,sweet-smelling,field
2008,fragrant,moist
2008,fragrant,smell
2008,sweet-smelling,pillow
2008,fragrant,smell
2008,scented,handkerchief
2009,scented,white
2009,sweet-smelling,flower
2009,fragrant,bay
2009,scented,candle
2009,scented,evening
2009,fragrant,smoke
2009,fragrant,pale
2009,perfumed,attacker
1823,fragrant,phlox
1825,perfumed,atmosphere
1828,scented,red
1829,fragrant,wind
1832,fragrant,breath
1832,perfumed,garden
1835,fragrant,blossom
1835,fragrant,tribute
1838,fragrant,breath
1840,perfumed,bowers
1841,fragrant,air
1843,fragrant,incense
1845,perfumed,island
1850,scented,herb
1851,fragrant,buckwheat
1851,fragrant,memory
1853,fragrant,flower
1853,fragrant,weed
1853,fragrant,virtue
1853,fragrant,flower
1854,scented,air
1854,perfumed,liquid
1855,fragrant,herhs
1855,fragrant,herb
1855,fragrant,content
1855,fragrant,drink
1855,fragrant,balm
1855,fragrant,decoction
1855,fragrant,flower
1855,perfumed,lock
1856,fragrant,blossom
1856,fragrant,exhalation
1857,fragrant,shrine
1857,fragrant,plant
1857,scented,tea
1857,fragrant,petal
1858,fragrant,birch
1858,perfumed,
1859,perfumed,one
1862,fragrant,coolness
1863,fragrant,berry
1863,fragrant,bed
1864,perfumed,flower
1864,perfumed,wind
1864,fragrant,tree
1864,fragrant,breath
1864,fragrant,atmosphere
1864,fragrant,flower
1865,fragrant,memory
1865,fragrant,lamp
1865,perfumed,air
1866,perfumed,weapon
1866,scented,atmosphere
1866,fragrant,eglantine
1868,fragrant,tobacco
1868,fragrant,odor
1869,perfumed,beauty
1870,scented,mixture
1870,fragrant,globe
1870,fragrant,smoke
1872,perfumed,dandy
1872,fragrant,weed
1873,fragrant,hyson
1873,fragrant,blossom
1873,fragrant,pine
1874,fragrant,oil
1875,fragrant,spire
1875,fragrant,milky
1875,fragrant,steam
1876,perfumed,napkin
1876,sweet-smelling,soap
1876,fragrant,coffee
1876,fragrant,myrtle
1876,fragrant,orchard
1876,fragrant,freshness
1876,fragrant,pine
1877,perfumed,hay
1877,scented,byway
1877,fragrant,bed
1877,fragrant,hay
1877,fragrant,flower
1878,fragrant,crystal
1879,fragrant,beverage
1880,fragrant,draught
1881,fragrant,flower
1882,fragrant,garden
1882,fragrant,jessamine
1882,fragrant,jessamine
1883,fragrant,orange
1883,fragrant,cup
1884,fragrant,hay
1885,fragrant,suburb
1885,fragrant,cargo
1885,fragrant,gale
1885,fragrant,air
1887,fragrant,blossom
1887,fragrant,clover
1888,fragrant,fern
1888,fragrant,wreath
1889,fragrant,burden
1890,fragrant,bunch
1890,fragrant,bower
1891,fragrant,wild
1891,fragrant,birch
1893,fragrant,shell
1893,fragrant,sauce
1893,fragrant,odor
1894,fragrant,lace
1894,fragrant,burden
1895,perfumed,lady
1895,fragrant,bed
1896,fragrant,sandal
1897,perfumed,breath
1898,fragrant,wood
1899,scented,forest
1899,scented,danger
1899,fragrant,sentence
1900,fragrant,mug
1900,fragrant,memory
1902,fragrant,hower
1902,fragrant,rose
1902,scented,bloom
1903,fragrant,leaf
1903,fragrant,aroma
1903,fragrant,violet
1904,fragrant,purple
1904,scented,goldenrod
1905,scented,soap
1905,fragrant,tea
1905,fragrant,sigh
1905,perfumed,tea
1905,scented,soap
1906,fragrant,fir
1906,fragrant,load
1906,fragrant,fluid
1907,fragrant,short
1908,fragrant,steam
1908,fragrant,petal
1909,fragrant,air
1909,fragrant,incense
1909,fragrant,flower
1909,fragrant,wind
1910,fragrant,hay
1910,fragrant,chip
1910,fragrant,odor
1910,fragrant,white
1911,sweet-smelling,wood
1911,fragrant,summer
1911,scented,dusk
1911,fragrant,wintergreen
1911,fragrant,heap
1911,fragrant,pile
1911,scented,flower
1911,fragrant,air
1911,fragrant,night
1911,perfumed,linen
1911,fragrant,night
1912,fragrant,beauty
1912,fragrant,mistress
1913,fragrant,apple
1913,fragrant,hay
1913,fragrant,hay
1913,fragrant,hay-barn
1915,fragrant,history
1915,scented,coffee
1915,perfumed,gentleman
1915,perfumed,water
1915,scented,variety
1916,fragrant,bloom
1916,perfumed,air
1916,fragrant,gloom
1916,fragrant,name
1916,scented,water
1917,scented,boudoir
1917,fragrant,soup
1917,fragrant,poetry
1918,fragrant,ash
1919,scented,steam
1920,scented,pod
1920,fragrant,good
1920,fragrant,ether
1922,fragrant,scent
1922,fragrant,flower
1922,scented,orchis
1922,fragrant,area
1922,fragrant,plant
1922,fragrant,particle
1922,scented,leaf
1922,fragrant,gum
1922,fragrant,gum
1922,fragrant,tree
1922,scented,taper
1922,fragrant,water
1922,fragrant,candle
1922,scented,glove
1922,fragrant,part
1922,fragrant,bloom
1922,scented,cedar
1923,perfumed,plain
1923,scented,soap
1923,scented,clover
1923,scented,liqueur
1924,perfumed,phantom
1924,scented,leaf
1924,fragrant,forest
1924,fragrant,letter
1924,fragrant,canopy
1924,scented,field
1925,sweet-smelling,resin
1925,fragrant,wild
1926,perfumed,note
1926,scented,taste
1926,sweet-smelling,fellow
1928,perfumed,gigolo
1928,perfumed,writer
1928,fragrant,comfort
1928,scented,note
1928,fragrant,fruit
1929,fragrant,bale
1929,scented,ruin
1930,fragrant,blossom
1930,scented,bloom
1930,fragrant,picture
1931,fragrant,garden
1932,scented,flower
1933,fragrant,stream
1933,fragrant,orange
1933,fragrant,waft
1933,fragrant,orange
1933,perfumed,drain
1934,fragrant,union
1934,sweet-smelling,rose
1935,scented,orange
1935,perfumed,air
1935,scented,orange
1935,perfumed,sentiment
1935,scented,orange
1936,fragrant,breeze
1936,fragrant,scent
1936,scented,loveliness
1936,scented,loveliness
1937,scented,bower
1937,fragrant,yard
1937,perfumed,water
1938,sweet-smelling,native
1939,scented,cheek
1939,fragrant,hothouse
1939,fragrant,blossom
1939,fragrant,spice
1939,sweet-smelling,perfume
1940,fragrant,coffee
1941,perfumed,soap
1941,scented,garden
1941,scented,garden
1942,scented,bath
1942,perfumed,bath
1943,fragrant,smoke
1944,scented,breath
1944,sweet-smelling,air
1944,fragrant,grove
1944,fragrant,chi-chi
1945,perfumed,mascara
1945,fragrant,sagebrush
1946,fragrant,eucalyptus
1947,sweet-smelling,honey
1947,fragrant,censer
1947,perfumed,world
1947,fragrant,oratorical
1948,scented,baby
1948,fragrant,gladiolus
1948,fragrant,red
1948,perfumed,folder
1949,fragrant,summer
1950,fragrant,bouquet
1950,sweet-smelling,pine
1952,scented,water
1952,fragrant,snowfall
1952,fragrant,grapefruit
1953,perfumed,talcum
1953,fragrant,leaf
1954,fragrant,cigar
1955,perfumed,beauty
1956,fragrant,orchard
1957,scented,brand
1960,scented,prose
1961,perfumed,poison-pen
1961,perfumed,gloom
1961,fragrant,tenderness
1963,fragrant,wood
1963,scented,sheet
1964,scented,water
1964,perfumed,corruption
1964,perfumed,linen
1966,scented,paper
1967,fragrant,eucalyptus
1967,perfumed,garden
1967,perfumed,lord
1967,scented,lagoon
1970,scented,trouble
1970,scented,advertisement
1970,scented,ink
1970,scented,disaster
1970,scented,betel
1971,fragrant,bouquet
1971,fragrant,oil
1972,fragrant,aroma
1972,fragrant,salted
1973,sweet-smelling,shed
1974,perfumed,fortune
1975,perfumed,hairdressing
1976,fragrant,wheel
1976,fragrant,pod
1976,perfumed,dress
1979,perfumed,air
1979,fragrant,hay
1980,scented,candle
1982,fragrant,old
1983,perfumed,wax
1984,perfumed,forest
1984,fragrant,ditto
1985,perfumed,malice
1985,scented,social
1985,fragrant,dough
1985,fragrant,pine
1986,perfumed,mood
1987,fragrant,eucalyptus
1987,fragrant,fare
1987,fragrant,earth
1987,scented,oil
1988,fragrant,tagine
1988,fragrant,star
1988,fragrant,oil
1988,fragrant,white
1988,scented,chicken
1988,scented,settee
1989,fragrant,bunch
1989,scented,air
1989,perfumed,banci
1990,fragrant,mint
1990,perfumed,delicacy
1990,fragrant,selection
1990,fragrant,bloom
1990,scented,tobacco
1990,scented,flower
1990,fragrant,yellow
1990,fragrant,white
1991,fragrant,advice
1991,sweet-smelling,scent
1992,perfumed,die
1992,fragrant,wood
1992,fragrant,frangipani
1992,fragrant,old
1993,scented,mall
1993,scented,foot
1993,fragrant,wine
1995,fragrant,countryside
1995,fragrant,beast
1995,scented,lotion
1996,fragrant,wreath
1996,scented,natural
1996,fragrant,flower
1998,fragrant,needle
1998,fragrant,plant
1998,scented,body
1999,scented,wax
1999,fragrant,herb
1999,fragrant,alternative
2000,fragrant,pine
2000,scented,candle
2000,fragrant,fir
2000,fragrant,sauce
2001,fragrant,plum
2001,fragrant,rose
2001,fragrant,rose
2001,fragrant,aroma
2001,sweet-smelling,wildflowers
2001,scented,soap
2001,fragrant,wood
2001,fragrant,centerpiece
2001,scented,candle
2001,fragrant,dried
2002,fragrant,bulb
2002,scented,bath
2002,fragrant,saffron
2002,fragrant,saffron
2002,fragrant,saffron
2002,perfumed,talc
2002,fragrant,body
2002,perfumed,body
2002,fragrant,body
2002,fragrant,lily
2002,fragrant,secretary
2002,fragrant,breeze
2002,scented,mask
2002,scented,eye
2003,fragrant,spice
2003,fragrant,bouquet
2003,scented,candle
2003,scented,candle
2003,perfumed,candle
2003,scented,bath
2003,fragrant,cinnamon
2004,fragrant,bourbon
2004,scented,rice
2004,scented,rice
2004,scented,flower
2005,scented,palm
2006,sweet-smelling,wake-me-up
2006,scented,warmth
2006,sweet-smelling,house
2006,scented,victory
2006,fragrant,topping
2006,scented,body
2006,fragrant,sorbet
2007,fragrant,bath
2007,sweet-smelling,blossom
2007,scented,flower
2009,perfumed,soap
2009,scented,soap
1877,fragrant,tea
1878,fragrant,herb
1879,fragrant,herb
1895,fragrant,mixture
1899,fragrant,pineapple
1903,perfumed,handkerchief
1909,perfumed,bath
1912,perfumed,affair
1918,fragrant,steam
1930,fragrant,hope
1933,fragrant,element
1939,fragrant,open
1950,scented,scrod
1953,perfumed,note
1957,fragrant,camembert
1980,scented,wisteria
1980,scented,spray
1981,fragrant,scent
1982,fragrant,blossom
1987,fragrant,one
1987,fragrant,flower
1987,fragrant,flower
1987,fragrant,pear
1989,fragrant,orange
1989,fragrant,stockyard
1991,scented,geranium
1994,perfumed,hue
1994,perfumed,soap
1994,scented,soap
1994,fragrant,oil
1994,fragrant,whiff
1995,fragrant,--
1995,fragrant,gazpacho
1996,fragrant,tip
1997,scented,soap
1997,fragrant,seafood
1997,fragrant,rosemary
1997,scented,geranium
1997,fragrant,redwood
1997,fragrant,duck
1998,scented,candle
2003,fragrant,lily
2004,sweet-smelling,candle
2005,fragrant,aroma
2006,fragrant,tomato
2007,fragrant,scent
2007,scented,applesauce
2007,fragrant,hardwood
2007,fragrant,herb
1817,fragrant,offer
1829,perfumed,bath
1832,fragrant,blossom
1833,fragrant,flower
1838,fragrant,flower
1838,fragrant,honeysuckle
1838,fragrant,nectar
1841,fragrant,gum
1841,fragrant,gummy
1841,fragrant,birch
1841,fragrant,blossom
1841,fragrant,substance
1841,fragrant,flower
1841,fragrant,flower
1843,fragrant,purity
1843,fragrant,perfume
1843,scented,wash-balls
1844,scented,ayrshire
1844,fragrant,blooming
1844,scented,rose
1844,scented,variety
1844,fragrant,rose
1844,scented,rose
1844,fragrant,flower
1844,fragrant,commerce
1845,perfumed,louis
1845,perfumed,flavour
1845,perfumed,flavour
1845,perfumed,flavour
1845,perfumed,flavour
1845,perfumed,flavour
1845,perfumed,flavour
1845,perfumed,cherry
1847,fragrant,flower
1847,scented,fop
1847,scented,trail
1849,fragrant,flower
1849,fragrant,shrub
1849,fragrant,flower
1849,fragrant,flower
1850,perfumed,flavor.
1850,perfumed,flavor
1850,perfumed,flavor
1850,perfumed,flavor
1851,fragrant,species
1851,fragrant,flower
1851,fragrant,flower
1851,fragrant,flower
1851,fragrant,flower
1851,fragrant,flower
1851,fragrant,Martynea
1851,fragrant,flower
1851,fragrant,flower
1851,fragrant,hardy
1851,fragrant,climber
1851,fragrant,flower
1851,fragrant,flower
1851,fragrant,flower
1851,fragrant,scent
1851,fragrant,currant
1851,fragrant,flower
1851,fragrant,flower
1851,fragrant,flower
1851,perfumed,flower
1851,fragrant,shrub
1852,fragrant,shade
1853,fragrant,sweet
1853,fragrant,odor
1853,scented,sugar-water
1854,fragrant,flower
1856,fragrant,scent
1856,fragrant,weed
1856,fragrant,blossom
1856,fragrant,breeze
1856,scented,sword-grass
1856,fragrant,--
1856,fragrant,couch
1856,fragrant,haunt
1856,fragrant,bank
1858,perfumed,aroma
1858,perfumed,flavor
1858,perfumed,rix
1858,perfumed,juice
1859,perfumed,breath
1863,fragrant,blossom
1863,fragrant,plantation
1863,fragrant,bloom
1863,perfumed,rose
1863,scented,flower
1863,perfumed,water
1863,perfumed,flower
1865,fragrant,flower
1868,perfumed,glove
1868,scented,fountain
1868,fragrant,flower
1868,fragrant,odour
1869,fragrant,odor
1869,perfumed,chambers
1870,fragrant,flower
1870,perfumed,powder
1870,perfumed,cocoa-nut
1870,perfumed,grove
1870,fragrant,leaf
1870,fragrant,magnolia
1871,sweet-smelling,flower
1872,fragrant,sausage
1872,fragrant,seed
1872,scented,violet
1873,fragrant,hay-carts
1873,fragrant,wood
1873,scented,vine
1873,fragrant,drop
1874,scented,herb
1874,scented,herb
1874,perfumed,water
1874,sweet-smelling,flower
1874,scented,water
1875,fragrant,air
1875,fragrant,pine-knots
1875,fragrant,twig
1875,fragrant,tobacco
1876,fragrant,privacy
1876,fragrant,pit
1877,perfumed,air
1879,fragrant,canopy
1879,fragrant,fruit
1880,fragrant,aisle
1880,fragrant,meadow
1880,fragrant,fruit
1880,fragrant,emblem
1880,fragrant,air
1880,fragrant,smoke
1882,fragrant,thing
1882,fragrant,air
1883,fragrant,heap
1883,fragrant,air
1883,fragrant,night
1883,fragrant,tropic
1883,fragrant,aroma
1883,scented,flower
1884,fragrant,plant
1884,fragrant,moss
1884,fragrant,flower
1887,perfumed,hair
1889,fragrant,herb
1889,fragrant,smoke
1889,fragrant,flower
1889,fragrant,forest
1889,fragrant,flower
1889,fragrant,forest
1889,sweet-smelling,pine
1891,fragrant,storm-wind
1891,fragrant,land
1891,fragrant,smoke
1891,scented,myall
1891,fragrant,timber
1891,fragrant,odor
1891,fragrant,flower
1891,fragrant,smell
1891,fragrant,seed
1891,fragrant,resin
1891,fragrant,odor
1891,fragrant,bark
1891,fragrant,aromatic
1891,perfumed,distillation
1891,fragrant,wood
1891,fragrant,resin
1892,fragrant,raspberry-bushes
1894,fragrant,summer
1895,perfumed,yellow
1895,scented,air
1895,fragrant,bosom
1895,fragrant,odour
1895,fragrant,field
1895,fragrant,root
1895,fragrant,odour
1898,fragrant,pine
1898,fragrant,wintergreen
1898,scented,air
1898,fragrant,wine
1898,fragrant,flower
1898,fragrant,nectar
1898,fragrant,work
1899,fragrant,clover
1899,fragrant,lock
1901,fragrant,beauty
1901,fragrant,mistiness
1901,fragrant,wood
1901,fragrant,easter
1901,fragrant,flower
1901,scented,plant
1901,perfumed,whisper
1901,perfumed,lilac
1901,fragrant,one
1901,fragrant,hepaticas
1901,fragrant,purple
1901,fragrant,wild
1901,fragrant,spike
1901,fragrant,stone
1901,fragrant,thistle
1901,fragrant,flower
1901,fragrant,colony
1901,fragrant,little
1901,fragrant,blossom
1901,fragrant,blossom
1901,fragrant,flower
1901,fragrant,pink
1901,fragrant,flower
1901,fragrant,flower
1901,fragrant,havana
1901,fragrant,fume
1903,sweet-smelling,flower
1904,fragrant,grove
1904,perfumed,flower
1904,fragrant,grass
1904,fragrant,hay
1905,fragrant,vessel
1905,fragrant,cup
1906,fragrant,charm
1906,fragrant,memory
1906,fragrant,leaf
1906,fragrant,gum
1908,perfumed,breath
1909,fragrant,plants.
1910,perfumed,sea
1910,sweet-smelling,vapour
1911,scented,wave
1912,perfumed,air
1912,perfumed,purple
1914,perfumed,water
1914,fragrant,temple
1914,fragrant,petal
1914,fragrant,spring
1914,sweet-smelling,favorite
1914,fragrant,snowdrift
1914,fragrant,outdoor
1914,fragrant,open
1914,fragrant,flower
1917,fragrant,blossom
1919,fragrant,apple
1919,sweet-smelling,savor.
1920,fragrant,peat
1920,fragrant,spicy
1920,fragrant,blue
1920,fragrant,place
1921,fragrant,flower
1922,fragrant,sandalwood
1922,fragrant,flower
1922,fragrant,meal
1926,sweet-smelling,leaf
1927,scented,wood
1929,scented,oil
1929,scented,oil
1929,sweet-smelling,herb
1929,fragrant,scented
1930,fragrant,forest
1931,scented,gift
1931,scented,danger
1931,scented,victory
1932,fragrant,empty
1934,scented,bath
1935,scented,powder
1937,perfumed,tea-rose
1937,fragrant,memory
1942,fragrant,zodiac
1942,perfumed,soap
1942,fragrant,water
1942,scented,after-shave
1942,perfumed,cosmetic
1943,fragrant,smell
1943,fragrant,perfume
1944,fragrant,dried
1944,fragrant,kitchen
1944,fragrant,christmas
1944,fragrant,bouquet
1944,fragrant,ware
1944,fragrant,grass
1944,fragrant,canopy
1945,fragrant,garden
1946,fragrant,herb
1946,perfumed,corruption
1946,perfumed,corruption
1947,scented,talcum
1953,fragrant,perfume
1953,fragrant,fluid
1953,perfumed,powder
1954,scented,soap
1958,fragrant,bayberry
1959,scented,collyriuln
1959,scented,soap
1970,fragrant,soup
1970,perfumed,earth
1973,fragrant,green
1975,scented,geranium
1975,scented,geranium
1975,scented,geranium
1975,scented,geranium
1975,scented,geranium
1975,scented,geranium
1975,fragrant,flower
1975,scented,geranium
1975,scented,geranium
1975,scented,geranium
1975,scented,geranium
1975,scented,geranium
1975,sweet-smelling,henhouse
1977,fragrant,omelet
1985,perfumed,glove
1985,scented,water
1988,fragrant,material
1988,scented,shirt
1988,fragrant,substance
1988,perfumed,emanation
1988,perfumed,lining
1988,scented,air
1989,fragrant,omelet
1995,perfumed,deodorant
1995,sweet-smelling,kindling
1997,fragrant,smell
2005,scented,notepaper.
2005,fragrant,aroma
2005,fragrant,apple
2006,perfumed,flock
2009,scented,joke
