year,adj,noun,period,category
1910,fragrant,odor,C,Smell/odour
1910,fragrant,white,C,Make white
1911,sweet-smelling,wood,C,Materials
1911,fragrant,summer,C,Period
1911,scented,dusk,C,Light
1911,fragrant,wintergreen,C,Particular plants
1911,fragrant,heap,C,Suffer mental pain
1911,fragrant,pile,C,Money
1911,scented,flower,C,Quality of being good
1911,fragrant,air,C,Gas
1911,fragrant,night,C,Day and night
1911,perfumed,linen,C,Textiles
1911,fragrant,night,C,Day and night
1912,fragrant,beauty,C,Beauty
1912,fragrant,mistress,C,Teaching
1913,fragrant,apple,C,Particular plants
1913,fragrant,hay,C,Dancing
1913,fragrant,hay,C,Dancing
1913,fragrant,hay-barn,C,Farming
1915,fragrant,history,C,Relative time
1915,scented,coffee,C,Drink
1915,perfumed,gentleman,C,Social class
1915,perfumed,water,C,Cleanness/dirtiness
1915,scented,variety,C,Relationship
1916,fragrant,bloom,C,Part of plant
1916,perfumed,air,C,Gas
1916,fragrant,gloom,C,Be angry
1916,fragrant,name,C,Esteem
1916,scented,water,C,Cleanness/dirtiness
1917,scented,boudoir,C,Inhabited place
1917,fragrant,soup,C,Food
1917,fragrant,poetry,C,The Arts
1918,fragrant,ash,C,Structure of the earth
1919,scented,steam,C,Liquid
1920,scented,pod,C,Part of plant
1920,fragrant,good,C,Pertaining to behaviour
1920,fragrant,ether,C,Alchemy
1922,fragrant,scent,C,Hunting
1922,fragrant,flower,C,Quality of being good
1922,scented,orchis,C,Particular plants
1922,fragrant,area,C,Space
1922,fragrant,plant,C,Furnish with inhabitants
1922,fragrant,particle,C,Wholeness
1922,scented,leaf,C,Relative position
1922,fragrant,gum,C,Constitution of matter
1922,fragrant,gum,C,Constitution of matter
1922,fragrant,tree,C,Kinship/relationship
1922,scented,taper,C,Pertaining to shape
1922,fragrant,water,C,Cleanness/dirtiness
1922,fragrant,candle,C,Artefacts
1922,scented,glove,C,Clothing
1922,fragrant,part,C,Form/make into a whole
1922,fragrant,bloom,C,Part of plant
1922,scented,cedar,C,Materials
1923,perfumed,plain,C,Land
1923,scented,soap,C,Cleanness/dirtiness
1923,scented,clover,C,Particular plants
1923,scented,liqueur,C,Drink
1924,perfumed,phantom,C,Supernatural being
1924,scented,leaf,C,Relative position
1924,fragrant,forest,C,Hunting
1924,fragrant,letter,C,Writing
1924,fragrant,canopy,C,Inhabited place
1924,scented,field,C,Knowledge
1925,sweet-smelling,resin,C,Materials
1925,fragrant,wild,C,Of/pertaining to creation
1926,perfumed,note,C,Take notice of
1926,scented,taste,C,Be food for
1926,sweet-smelling,fellow,C,Love
1928,perfumed,gigolo,C,Moral evil
1928,perfumed,writer,C,Legal profession
1928,fragrant,comfort,C,Pleasure
1928,scented,note,C,Take notice of
1928,fragrant,fruit,C,Plants
1929,fragrant,bale,C,Suffering
1929,scented,ruin,C,Adversity
1930,fragrant,blossom,C,NA
1930,scented,bloom,C,Part of plant
1930,fragrant,picture,C,Representation
1931,fragrant,garden,D,Farming
1932,scented,flower,D,Quality of being good
1933,fragrant,stream,D,Quantity
1933,fragrant,orange,D,Particular plants
1933,fragrant,waft,D,Navigate/sail (a stretch of water)
1933,fragrant,orange,D,Particular plants
1933,perfumed,drain,D,Liquid
1934,fragrant,union,D,Wholeness
1934,sweet-smelling,rose,D,Beauty
1935,scented,orange,D,Particular plants
1935,perfumed,air,D,Gas
1935,scented,orange,D,Particular plants
1935,perfumed,sentiment,D,Belief
1935,scented,orange,D,Particular plants
1936,fragrant,breeze,D,"Atmosphere, weather"
1936,fragrant,scent,D,Hunting
1936,scented,loveliness,D,Beauty
1936,scented,loveliness,D,Beauty
1937,scented,bower,D,Inhabited place
1937,fragrant,yard,D,Farming
1937,perfumed,water,D,Cleanness/dirtiness
1938,sweet-smelling,native,D,Of/pertaining to existence
1939,scented,cheek,D,Farming
1939,fragrant,hothouse,D,Cleanness/dirtiness
1939,fragrant,blossom,D,NA
1939,fragrant,spice,D,Sleeping and waking
1939,sweet-smelling,perfume,D,Smell/odour
1940,fragrant,coffee,D,Drink
1941,perfumed,soap,D,Cleanness/dirtiness
1941,scented,garden,D,Farming
1941,scented,garden,D,Farming
1942,scented,bath,D,Relative position
1942,perfumed,bath,D,Relative position
1943,fragrant,smoke,D,Affect the senses
1944,scented,breath,D,Source/principle of life
1944,sweet-smelling,air,D,Gas
1944,fragrant,grove,D,Relative position
1944,fragrant,chi-chi,D,Ethnicities
1945,perfumed,mascara,D,Beautification
1945,fragrant,sagebrush,D,Particular plants
1946,fragrant,eucalyptus,D,Particular plants
1947,sweet-smelling,honey,D,Love
1947,fragrant,censer,D,Smell/odour
1947,perfumed,world,D,Existence
1947,fragrant,oratorical,D,Of/pertaining to speech
1948,scented,baby,D,Person
1948,fragrant,gladiolus,D,Particular plants
1948,fragrant,red,D,The body
1948,perfumed,folder,D,Relative position
1949,fragrant,summer,D,Period
1950,fragrant,bouquet,D,Farming
1950,sweet-smelling,pine,D,Suffering
1952,scented,water,D,Cleanness/dirtiness
1952,fragrant,snowfall,D,"Atmosphere, weather"
1952,fragrant,grapefruit,D,Particular plants
1953,perfumed,talcum,D,Minerals
1953,fragrant,leaf,D,Relative position
1954,fragrant,cigar,D,"Use of drugs, poison"
1955,perfumed,beauty,D,Beauty
1956,fragrant,orchard,D,Farming
1957,scented,brand,D,Indicate
1960,scented,prose,D,The Arts
1961,perfumed,poison-pen,D,NA
1961,perfumed,gloom,D,Be angry
1961,fragrant,tenderness,D,Behaviour
1963,fragrant,wood,D,Materials
1963,scented,sheet,D,Navigation
1964,scented,water,D,Cleanness/dirtiness
1964,perfumed,corruption,D,Death
1964,perfumed,linen,D,Textiles
1966,scented,paper,D,Writing
1967,fragrant,eucalyptus,D,Particular plants
1967,perfumed,garden,D,Farming
1967,perfumed,lord,D,Deity
1967,scented,lagoon,D,Water
1970,scented,trouble,D,Suffer mental pain
1970,scented,advertisement,D,Information
1970,scented,ink,D,Writing
1970,scented,disaster,D,Adversity
1970,scented,betel,D,Particular plants
1971,fragrant,bouquet,E,Farming
1971,fragrant,oil,E,Food
1972,fragrant,aroma,E,Food
1972,fragrant,salted,E,Food
1973,sweet-smelling,shed,E,Invest with body
1974,perfumed,fortune,E,Necessity
1975,perfumed,hairdressing,E,Beautification
1976,fragrant,wheel,E,Move in specific manner
1976,fragrant,pod,E,Part of plant
1976,perfumed,dress,E,Be food for
1979,perfumed,air,E,Gas
1979,fragrant,hay,E,Dancing
1980,scented,candle,E,Artefacts
1982,fragrant,old,E,Of/pertaining to the past/passed away/gone
1983,perfumed,wax,E,Change
1984,perfumed,forest,E,Hunting
1984,fragrant,ditto,E,Relationship
1985,perfumed,malice,E,Harmfulness
1985,scented,social,E,Loving
1985,fragrant,dough,E,Constitution of matter
1985,fragrant,pine,E,Suffering
1986,perfumed,mood,E,Linguistics
1987,fragrant,eucalyptus,E,Particular plants
1987,fragrant,fare,E,Food
1987,fragrant,earth,E,Land
1987,scented,oil,E,Food
1988,fragrant,tagine,E,NA
1988,fragrant,star,E,The universe
1988,fragrant,oil,E,Food
1988,fragrant,white,E,Make white
1988,scented,chicken,E,Person
1988,scented,settee,E,Inhabited place
1989,fragrant,bunch,E,Ill-health
1989,scented,air,E,Gas
1989,perfumed,banci,E,NA
1990,fragrant,mint,E,Speak/say/utter
1990,perfumed,delicacy,E,Food
1990,fragrant,selection,E,Free will
1990,fragrant,bloom,E,Part of plant
1990,scented,tobacco,E,Particular plants
1990,scented,flower,E,Quality of being good
1990,fragrant,yellow,E,Particular plants
1990,fragrant,white,E,Make white
1991,fragrant,advice,F,"Judgement, decision"
1991,sweet-smelling,scent,F,Hunting
1992,perfumed,die,F,Die
1992,fragrant,wood,F,Materials
1992,fragrant,frangipani,F,Particular plants
1992,fragrant,old,F,Of/pertaining to the past/passed away/gone
1993,scented,mall,F,Equipment
1993,scented,foot,F,Distance
1993,fragrant,wine,F,Drink
1995,fragrant,countryside,F,Inhabited place
1995,fragrant,beast,F,Animals
1995,scented,lotion,F,Healing/cure
1996,fragrant,wreath,F,Farming
1996,scented,natural,F,Pertaining to behaviour
1996,fragrant,flower,F,Quality of being good
1998,fragrant,needle,F,Indication
1998,fragrant,plant,F,Furnish with inhabitants
1998,scented,body,F,The body
1999,scented,wax,F,Change
1999,fragrant,herb,F,Healing/cure
1999,fragrant,alternative,F,Pertaining to change
2000,fragrant,pine,F,Suffering
2000,scented,candle,F,Artefacts
2000,fragrant,fir,F,Particular plants
2000,fragrant,sauce,F,Food
2001,fragrant,plum,F,In respect of quantity
2001,fragrant,rose,F,Beauty
2001,fragrant,rose,F,Beauty
2001,fragrant,aroma,F,Food
2001,sweet-smelling,wildflowers,F,NA
2001,scented,soap,F,Cleanness/dirtiness
2001,fragrant,wood,F,Materials
2001,fragrant,centerpiece,F,NA
2001,scented,candle,F,Artefacts
2001,fragrant,dried,F,Liquid
2002,fragrant,bulb,F,Part of plant
2002,scented,bath,F,Relative position
2002,fragrant,saffron,F,Food
2002,fragrant,saffron,F,Food
2002,fragrant,saffron,F,Food
2002,perfumed,talc,F,Minerals
2002,fragrant,body,F,The body
2002,perfumed,body,F,The body
2002,fragrant,body,F,The body
2002,fragrant,lily,F,Indication
2002,fragrant,secretary,F,Office
2002,fragrant,breeze,F,"Atmosphere, weather"
2002,scented,mask,F,Knowledge
2002,scented,eye,F,Sight/vision
2003,fragrant,spice,F,Sleeping and waking
2003,fragrant,bouquet,F,Farming
2003,scented,candle,F,Artefacts
2003,scented,candle,F,Artefacts
2003,perfumed,candle,F,Artefacts
2003,scented,bath,F,Relative position
2003,fragrant,cinnamon,F,Particular plants
2004,fragrant,bourbon,F,Particular plants
2004,scented,rice,F,Particular plants
2004,scented,rice,F,Particular plants
2004,scented,flower,F,Quality of being good
2005,scented,palm,F,Prosperity
2006,sweet-smelling,wake-me-up,F,NA
2006,scented,warmth,F,Properties of materials
2006,sweet-smelling,house,F,Artefacts
2006,scented,victory,F,Prosperity
2006,fragrant,topping,F,Relative position
2006,scented,body,F,The body
2006,fragrant,sorbet,F,Drink
2007,fragrant,bath,F,Relative position
2007,sweet-smelling,blossom,F,NA
2007,scented,flower,F,Quality of being good
2009,perfumed,soap,F,Cleanness/dirtiness
2009,scented,soap,F,Cleanness/dirtiness
1877,fragrant,tea,B,Particular plants
1878,fragrant,herb,B,Healing/cure
1879,fragrant,herb,B,Healing/cure
1895,fragrant,mixture,C,Wholeness
1899,fragrant,pineapple,C,The Arts
1903,perfumed,handkerchief,C,Clothing
1909,perfumed,bath,C,Relative position
1912,perfumed,affair,C,Doing
1918,fragrant,steam,C,Liquid
1930,fragrant,hope,C,Expectation
1933,fragrant,element,D,Alchemy
1939,fragrant,open,D,Cause to have specific position/arrangement
1950,scented,scrod,D,NA
1953,perfumed,note,D,Take notice of
1957,fragrant,camembert,D,Food
1980,scented,wisteria,E,Particular plants
1980,scented,spray,E,Part of plant
1981,fragrant,scent,E,Hunting
1982,fragrant,blossom,E,NA
1987,fragrant,one,E,Kind/sort
1987,fragrant,flower,E,Quality of being good
1987,fragrant,flower,E,Quality of being good
1987,fragrant,pear,E,Particular plants
1989,fragrant,orange,E,Particular plants
1989,fragrant,stockyard,E,NA
1991,scented,geranium,F,Particular plants
1994,perfumed,hue,F,The body
1994,perfumed,soap,F,Cleanness/dirtiness
1994,scented,soap,F,Cleanness/dirtiness
1994,fragrant,oil,F,Food
1994,fragrant,whiff,F,Hear
1995,fragrant,gazpacho,F,Food
1996,fragrant,tip,F,Relative position
1997,scented,soap,F,Cleanness/dirtiness
1997,fragrant,seafood,F,Food
1997,fragrant,rosemary,F,Particular plants
1997,scented,geranium,F,Particular plants
1997,fragrant,redwood,F,Colour
1997,fragrant,duck,F,Cause to move in a direction
1998,scented,candle,F,Artefacts
2003,fragrant,lily,F,Indication
2004,sweet-smelling,candle,F,Artefacts
2005,fragrant,aroma,F,Food
2006,fragrant,tomato,F,Particular plants
2007,fragrant,scent,F,Hunting
2007,scented,applesauce,F,Intelligibility
2007,fragrant,hardwood,F,Materials
2007,fragrant,herb,F,Healing/cure
1817,fragrant,offer,A,Give
1829,perfumed,bath,A,Relative position
1832,fragrant,blossom,A,NA
1833,fragrant,flower,A,Quality of being good
1838,fragrant,flower,A,Quality of being good
1838,fragrant,honeysuckle,A,Particular plants
1838,fragrant,nectar,A,Drink
1841,fragrant,gum,A,Constitution of matter
1841,fragrant,gummy,A,Constitution of matter
1841,fragrant,birch,A,Punishment
1841,fragrant,blossom,A,NA
1841,fragrant,substance,A,Deity
1841,fragrant,flower,A,Quality of being good
1841,fragrant,flower,A,Quality of being good
1843,fragrant,purity,A,Virtue
1843,fragrant,perfume,A,Smell/odour
1843,scented,wash-balls,A,NA
1844,scented,ayrshire,A,Mammals
1844,fragrant,blooming,A,Of/pertaining to part of plant
1844,scented,rose,A,Beauty
1844,scented,variety,A,Relationship
1844,fragrant,rose,A,Beauty
1844,scented,rose,A,Beauty
1844,fragrant,flower,A,Quality of being good
1844,fragrant,commerce,A,Trade and finance
1845,perfumed,louis,A,Money
1845,perfumed,flavour,A,Smell/odour
1845,perfumed,flavour,A,Smell/odour
1845,perfumed,flavour,A,Smell/odour
1845,perfumed,flavour,A,Smell/odour
1845,perfumed,flavour,A,Smell/odour
1845,perfumed,flavour,A,Smell/odour
1845,perfumed,cherry,A,Particular plants
1847,fragrant,flower,A,Quality of being good
1847,scented,fop,A,Fashionableness
1847,scented,trail,A,Move along
1849,fragrant,flower,A,Quality of being good
1849,fragrant,shrub,A,Drink
1849,fragrant,flower,A,Quality of being good
1849,fragrant,flower,A,Quality of being good
1850,perfumed,flavor.,B,NA
1850,perfumed,flavor,B,Smell/odour
1850,perfumed,flavor,B,Smell/odour
1850,perfumed,flavor,B,Smell/odour
1851,fragrant,species,B,Philosophy
1851,fragrant,flower,B,Quality of being good
1851,fragrant,flower,B,Quality of being good
1851,fragrant,flower,B,Quality of being good
1851,fragrant,flower,B,Quality of being good
1851,fragrant,flower,B,Quality of being good
1851,fragrant,Martynea,B,NA
1851,fragrant,flower,B,Quality of being good
1851,fragrant,flower,B,Quality of being good
1851,fragrant,hardy,B,Encourage/embolden
1851,fragrant,climber,B,Motion in a certain direction
1851,fragrant,flower,B,Quality of being good
1851,fragrant,flower,B,Quality of being good
1851,fragrant,flower,B,Quality of being good
1851,fragrant,scent,B,Hunting
1851,fragrant,currant,B,Food
1851,fragrant,flower,B,Quality of being good
1851,fragrant,flower,B,Quality of being good
1851,fragrant,flower,B,Quality of being good
1851,perfumed,flower,B,Quality of being good
1851,fragrant,shrub,B,Drink
1852,fragrant,shade,B,Existence
1853,fragrant,sweet,B,Pertaining to behaviour
1853,fragrant,odor,B,Smell/odour
1853,scented,sugar-water,B,Food
1854,fragrant,flower,B,Quality of being good
1856,fragrant,scent,B,Hunting
1856,fragrant,weed,B,Farm
1856,fragrant,blossom,B,NA
1856,fragrant,breeze,B,"Atmosphere, weather"
1856,scented,sword-grass,B,Particular plants
1856,fragrant,couch,B,Inhabited place
1856,fragrant,haunt,B,Inhabit temporarily
1856,fragrant,bank,B,Land
1858,perfumed,aroma,B,Food
1858,perfumed,flavor,B,Smell/odour
1858,perfumed,rix,B,NA
1858,perfumed,juice,B,Part of plant
1859,perfumed,breath,B,Source/principle of life
1863,fragrant,blossom,B,NA
1863,fragrant,plantation,B,Farming
1863,fragrant,bloom,B,Part of plant
1863,perfumed,rose,B,Beauty
1863,scented,flower,B,Quality of being good
1863,perfumed,water,B,Cleanness/dirtiness
1863,perfumed,flower,B,Quality of being good
1865,fragrant,flower,B,Quality of being good
1868,perfumed,glove,B,Clothing
1868,scented,fountain,B,Water
1868,fragrant,flower,B,Quality of being good
1868,fragrant,odour,B,Smell/odour
1869,fragrant,odor,B,Smell/odour
1869,perfumed,chambers,B,Inhabited place
1870,fragrant,flower,B,Quality of being good
1870,perfumed,powder,B,Constitution of matter
1870,perfumed,cocoa-nut,B,Food
1870,perfumed,grove,B,Relative position
1870,fragrant,leaf,B,Relative position
1870,fragrant,magnolia,B,Particular plants
1871,sweet-smelling,flower,B,Quality of being good
1872,fragrant,sausage,B,Food
1872,fragrant,seed,B,Biology
1872,scented,violet,B,Particular plants
1873,fragrant,hay-carts,B,NA
1873,fragrant,wood,B,Materials
1873,scented,vine,B,Particular plants
1873,fragrant,drop,B,Liquid
1874,scented,herb,B,Healing/cure
1874,scented,herb,B,Healing/cure
1874,perfumed,water,B,Cleanness/dirtiness
1874,sweet-smelling,flower,B,Quality of being good
1874,scented,water,B,Cleanness/dirtiness
1875,fragrant,air,B,Gas
1875,fragrant,pine-knots,B,NA
1875,fragrant,twig,B,Hold in contempt
1875,fragrant,tobacco,B,Particular plants
1876,fragrant,privacy,B,Social relations
1876,fragrant,pit,B,Deity
1877,perfumed,air,B,Gas
1879,fragrant,canopy,B,Inhabited place
1879,fragrant,fruit,B,Plants
1880,fragrant,aisle,B,Artefacts
1880,fragrant,meadow,B,Land
1880,fragrant,fruit,B,Plants
1880,fragrant,emblem,B,Representation
1880,fragrant,air,B,Gas
1880,fragrant,smoke,B,Affect the senses
1882,fragrant,thing,B,Person
1882,fragrant,air,B,Gas
1883,fragrant,heap,B,Suffer mental pain
1883,fragrant,air,B,Gas
1883,fragrant,night,B,Day and night
1883,fragrant,tropic,B,The universe
1883,fragrant,aroma,B,Food
1883,scented,flower,B,Quality of being good
1884,fragrant,plant,B,Furnish with inhabitants
1884,fragrant,moss,B,Particular plants
1884,fragrant,flower,B,Quality of being good
1887,perfumed,hair,B,Extension in space
1889,fragrant,herb,B,Healing/cure
1889,fragrant,smoke,B,Affect the senses
1889,fragrant,flower,B,Quality of being good
1889,fragrant,forest,B,Hunting
1889,fragrant,flower,B,Quality of being good
1889,fragrant,forest,B,Hunting
1889,sweet-smelling,pine,B,Suffering
1891,fragrant,storm-wind,C,"Atmosphere, weather"
1891,fragrant,land,C,Navigate/sail (a stretch of water)
1891,fragrant,smoke,C,Affect the senses
1891,scented,myall,C,Ethnicities
1891,fragrant,timber,C,Indication
1891,fragrant,odor,C,Smell/odour
1891,fragrant,flower,C,Quality of being good
1891,fragrant,smell,C,Smell/odour
1891,fragrant,seed,C,Biology
1891,fragrant,resin,C,Materials
1891,fragrant,odor,C,Smell/odour
1891,fragrant,bark,C,Speak
1891,fragrant,aromatic,C,Odorous
1891,perfumed,distillation,C,Chemistry
1891,fragrant,wood,C,Materials
1891,fragrant,resin,C,Materials
1892,fragrant,raspberry-bushes,C,NA
1894,fragrant,summer,C,Period
1895,perfumed,yellow,C,Particular plants
1895,scented,air,C,Gas
1895,fragrant,bosom,C,Spirituality
1895,fragrant,odour,C,Smell/odour
1895,fragrant,field,C,Knowledge
1895,fragrant,root,C,Causation
1895,fragrant,odour,C,Smell/odour
1898,fragrant,pine,C,Suffering
1898,fragrant,wintergreen,C,Particular plants
1898,scented,air,C,Gas
1898,fragrant,wine,C,Drink
1898,fragrant,flower,C,Quality of being good
1898,fragrant,nectar,C,Drink
1898,fragrant,work,C,Cause/bring about
1899,fragrant,clover,C,Particular plants
1899,fragrant,lock,C,Water
1901,fragrant,beauty,C,Beauty
1901,fragrant,mistiness,C,"Atmosphere, weather"
1901,fragrant,wood,C,Materials
1901,fragrant,easter,C,East
1901,fragrant,flower,C,Quality of being good
1901,scented,plant,C,Furnish with inhabitants
1901,perfumed,whisper,C,Think/behave contemptuously
1901,perfumed,lilac,C,Particular plants
1901,fragrant,one,C,Kind/sort
1901,fragrant,hepaticas,C,NA
1901,fragrant,purple,C,Clothing
1901,fragrant,wild,C,Of/pertaining to creation
1901,fragrant,spike,C,Equipment
1901,fragrant,stone,C,Come by death
1901,fragrant,thistle,C,Indication
1901,fragrant,flower,C,Quality of being good
1901,fragrant,colony,C,Inhabitant
1901,fragrant,little,C,Social class
1901,fragrant,blossom,C,NA
1901,fragrant,blossom,C,NA
1901,fragrant,flower,C,Quality of being good
1901,fragrant,pink,C,Navigation
1901,fragrant,flower,C,Quality of being good
1901,fragrant,flower,C,Quality of being good
1901,fragrant,havana,C,"Use of drugs, poison"
1901,fragrant,fume,C,Be angry
1903,sweet-smelling,flower,C,Quality of being good
1904,fragrant,grove,C,Relative position
1904,perfumed,flower,C,Quality of being good
1904,fragrant,grass,C,Farming
1904,fragrant,hay,C,Dancing
1905,fragrant,vessel,C,Person
1905,fragrant,cup,C,Suffering
1906,fragrant,charm,C,The occult
1906,fragrant,memory,C,Memory
1906,fragrant,leaf,C,Relative position
1906,fragrant,gum,C,Constitution of matter
1908,perfumed,breath,C,Source/principle of life
1909,fragrant,plants.,C,NA
1910,perfumed,sea,C,Quantity
1910,sweet-smelling,vapour,C,Gas
1911,scented,wave,C,Move in specific manner
1912,perfumed,air,C,Gas
1912,perfumed,purple,C,Clothing
1914,perfumed,water,C,Cleanness/dirtiness
1914,fragrant,temple,C,The body
1914,fragrant,petal,C,Part of plant
1914,fragrant,spring,C,Spring
1914,sweet-smelling,favorite,C,Love
1914,fragrant,snowdrift,C,"Atmosphere, weather"
1914,fragrant,outdoor,C,Of/pertaining to gas
1914,fragrant,open,C,Cause to have specific position/arrangement
1914,fragrant,flower,C,Quality of being good
1917,fragrant,blossom,C,NA
1919,fragrant,apple,C,Particular plants
1919,sweet-smelling,savor.,C,NA
1920,fragrant,peat,C,Materials
1920,fragrant,spicy,C,Food
1920,fragrant,blue,C,Pertaining to colour
1920,fragrant,place,C,Place
1921,fragrant,flower,C,Quality of being good
1922,fragrant,sandalwood,C,Particular plants
1922,fragrant,flower,C,Quality of being good
1922,fragrant,meal,C,Food
1926,sweet-smelling,leaf,C,Relative position
1927,scented,wood,C,Materials
1929,scented,oil,C,Food
1929,scented,oil,C,Food
1929,sweet-smelling,herb,C,Healing/cure
1929,fragrant,scented,C,Odorous
1930,fragrant,forest,C,Hunting
1931,scented,gift,D,Ability
1931,scented,danger,D,Harm/detriment
1931,scented,victory,D,Prosperity
1932,fragrant,empty,D,"Capable of being understood, intelligible"
1934,scented,bath,D,Relative position
1935,scented,powder,D,Constitution of matter
1937,perfumed,tea-rose,D,Particular plants
1937,fragrant,memory,D,Memory
1942,fragrant,zodiac,D,The universe
1942,perfumed,soap,D,Cleanness/dirtiness
1942,fragrant,water,D,Cleanness/dirtiness
1942,scented,after-shave,D,Smell/odour
1942,perfumed,cosmetic,D,Beautified
1943,fragrant,smell,D,Smell/odour
1943,fragrant,perfume,D,Smell/odour
1944,fragrant,dried,D,Liquid
1944,fragrant,kitchen,D,Food
1944,fragrant,christmas,D,Pertaining to worship
1944,fragrant,bouquet,D,Farming
1944,fragrant,ware,D,Existence
1944,fragrant,grass,D,Farming
1944,fragrant,canopy,D,Inhabited place
1945,fragrant,garden,D,Farming
1946,fragrant,herb,D,Healing/cure
1946,perfumed,corruption,D,Death
1946,perfumed,corruption,D,Death
1947,scented,talcum,D,Minerals
1953,fragrant,perfume,D,Smell/odour
1953,fragrant,fluid,D,Fluids
1953,perfumed,powder,D,Constitution of matter
1954,scented,soap,D,Cleanness/dirtiness
1958,fragrant,bayberry,D,Particular plants
1959,scented,collyriuln,D,NA
1959,scented,soap,D,Cleanness/dirtiness
1970,fragrant,soup,D,Food
1970,perfumed,earth,D,Land
1973,fragrant,green,E,Land
1975,scented,geranium,E,Particular plants
1975,scented,geranium,E,Particular plants
1975,scented,geranium,E,Particular plants
1975,scented,geranium,E,Particular plants
1975,scented,geranium,E,Particular plants
1975,scented,geranium,E,Particular plants
1975,fragrant,flower,E,Quality of being good
1975,scented,geranium,E,Particular plants
1975,scented,geranium,E,Particular plants
1975,scented,geranium,E,Particular plants
1975,scented,geranium,E,Particular plants
1975,scented,geranium,E,Particular plants
1975,sweet-smelling,henhouse,E,Farming
1977,fragrant,omelet,E,Food
1985,perfumed,glove,E,Clothing
1985,scented,water,E,Cleanness/dirtiness
1988,fragrant,material,E,Of/pertaining to existence
1988,scented,shirt,E,Clothing
1988,fragrant,substance,E,Deity
1988,perfumed,emanation,E,Motion in a certain direction
1988,perfumed,lining,E,Clothing
1988,scented,air,E,Gas
1989,fragrant,omelet,E,Food
1995,perfumed,deodorant,F,Smell/odour
1995,sweet-smelling,kindling,F,Family unit
1997,fragrant,smell,F,Smell/odour
2005,scented,notepaper.,F,NA
2005,fragrant,aroma,F,Food
2005,fragrant,apple,F,Particular plants
2006,perfumed,flock,F,Animals collectively
2009,scented,joke,F,Pleasure
