<doc id="38.1.1">													
<text id="38.1.1">													
<s id="1">													
Wenn	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	1	wenn	SCONJ	KOUS		4	mark			pid:1.38.1.1.
man	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	2	man	PRON	PIS	Case=Nom|Definite=Ind|Number=Sing|PronType=Ind	4	nsubj			pid:1.38.1.1.
immer	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	3	immer	ADV	ADV		4	advmod			pid:1.38.1.1.
versucht	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	4	versuchen	VERB	VVFIN	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	16	advcl			pid:1.38.1.1.
alles	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	5	alle	PRON	PIS	Case=Acc|Definite=Ind|Gender=Neut|Number=Sing|PronType=Ind	10	obj			pid:1.38.1.1.
in	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	6	in	ADP	APPR		8	case			pid:1.38.1.1.
zwei	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	7	zwei	NUM	NN	Case=Dat|Gender=Neut|Number=Sing	8	nummod			pid:1.38.1.1.
schubladen	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	8	schubladen	NOUN	NN	Case=Acc|Gender=Fem|Number=Plur	10	obl			pid:1.38.1.1.
zu	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	9	zu	PART	NN	Case=Acc|Gender=Masc|Number=Plur	10	mark			pid:1.38.1.1.
stecken	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	10	stecken	VERB	VVINF	VerbForm=Inf	4	xcomp		SpaceAfter=No	pid:1.38.1.1.
,	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	11	,	PUNCT	$,		16	punct			pid:1.38.1.1.
dann	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	12	dann	ADV	ADV		16	advmod			pid:1.38.1.1.
sind	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	13	sein	AUX	ADJD		16	cop			pid:1.38.1.1.
die	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	14	der	DET	ART	Case=Nom|Definite=Def|Gender=Fem|Number=Sing|PronType=Art	16	nsubj			pid:1.38.1.1.
schnell	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	15	schnell	ADJ	NN	Case=Nom|Gender=Fem|Number=Sing	16	advmod			pid:1.38.1.1.
voll	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	16	voll	ADJ	VVFIN	Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin	0	root		SpaceAfter=No	pid:1.38.1.1.
.	1	1	Wenn man immer versucht alles in zwei schubladen zu stecken, dann sind die schnell voll.	17	.	PUNCT	$.		16	punct			pid:1.38.1.1.
</s>													
<s id="2">													
Ich	1	2	Ich würde zu nem schrank mit mehr schubladen raten, damit du besser sortieren kannst.	1	ich	PRON	PPER	Case=Nom|Number=Sing|Person=1|PronType=Prs	5	nsubj			pid:2.38.1.1.
würde	1	2	Ich würde zu nem schrank mit mehr schubladen raten, damit du besser sortieren kannst.	2	werden	AUX	NE	Case=Nom|Number=Sing	5	aux			pid:2.38.1.1.
zu	1	2	Ich würde zu nem schrank mit mehr schubladen raten, damit du besser sortieren kannst.	3	zu	ADP	NN	Case=Acc|Gender=Masc|Number=Plur	4	case			pid:2.38.1.1.
nem	1	2	Ich würde zu nem schrank mit mehr schubladen raten, damit du besser sortieren kannst.	4	n	PRON	PIS	Case=Dat|Definite=Ind|Gender=Masc|Number=Sing|PronType=Ind	5	obl			pid:2.38.1.1.
