<doc id="27.1.1">													
<text id="27.1.1">													
<s id="1">													
Erschreckend	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	1	Erschreckend	ADJ	ADJD		12	advmod			pid:1.27.1.1.
wie	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	2	wie	ADP	NN	Case=Nom|Gender=Fem|Number=Sing	5	case			pid:1.27.1.1.
die	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	3	der	DET	ART	Case=Nom|Definite=Def|Gender=Fem|Number=Plur|PronType=Art	5	det			pid:1.27.1.1.
letzten	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	4	letzt	ADJ	ADJA	Case=Gen|Gender=Neut|Number=Plur	5	amod			pid:1.27.1.1.
Jahre	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	5	Jahr	NOUN	NN	Case=Gen|Gender=Neut|Number=Plur	1	nmod			pid:1.27.1.1.
die	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	6	der	DET	ART	Case=Acc|Definite=Def|Gender=Fem|Number=Sing|PronType=Art	7	det			pid:1.27.1.1.
Gewalt	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	7	Gewalt	NOUN	NN	Case=Acc|Gender=Fem|Number=Sing	12	obj			pid:1.27.1.1.
gegen	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	8	gegen	ADP	APPR		9	case			pid:1.27.1.1.
Frauen	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	9	Frau	NOUN	NN	Case=Dat|Gender=Fem|Number=Plur	7	nmod			pid:1.27.1.1.
immer	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	10	immer	ADV	ADV		11	advmod			pid:1.27.1.1.
weiter	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	11	weiter	ADV	ADV		12	advmod			pid:1.27.1.1.
ansteigt	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	12	ansteigen	VERB	VVPP	VerbForm=Part	0	root		SpaceAfter=No	pid:1.27.1.1.
.	1	1	Erschreckend wie die letzten Jahre die Gewalt gegen Frauen immer weiter ansteigt.	13	.	PUNCT	$.		12	punct			pid:1.27.1.1.
</s>													
<s id="2">													
Es	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	1	es	PRON	PPER	Case=Nom|Gender=Neut|Number=Sing|Person=3|PronType=Prs	10	nsubj			pid:2.27.1.1.
kann	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	2	können	AUX	VMFIN	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	10	aux			pid:2.27.1.1.
nicht	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	3	nicht	PART	CARD	NumType=Card	10	advmod			pid:2.27.1.1.
sein	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	4	sein	AUX	VAINF	VerbForm=Inf	10	aux			pid:2.27.1.1.
das	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	5	der	DET	ART	Case=Nom|Definite=Def|Gender=Neut|Number=Sing|PronType=Art	6	det			pid:2.27.1.1.
wir	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	6	wir	PRON	ADJD		10	nsubj			pid:2.27.1.1.
als	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	7	als	ADP	KOKOM		8	case			pid:2.27.1.1.
Gesellschaft	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	8	Gesellschaft	NOUN	NN	Case=Nom|Gender=Fem|Number=Sing	10	obl			pid:2.27.1.1.
so	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	9	so	ADV	NE	Case=Nom|Gender=Neut|Number=Plur	10	advmod			pid:2.27.1.1.
versagen	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	10	versagen	VERB	VVINF	VerbForm=Inf	0	root		SpaceAfter=No	pid:2.27.1.1.
.	1	2	Es kann nicht sein das wir als Gesellschaft so versagen.	11	.	PUNCT	$.		10	punct		SpacesAfter=\n	pid:2.27.1.1.
</s>													
</text>													
</doc>													
