<doc id="53.1.1">													
<text id="53.1.1">													
<s id="1">													
ist	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	11	sein	AUX	NN	Case=Nom|Gender=Masc|Number=Sing	18	cop			pid:1.53.1.1.
[	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	12	[	PUNCT	$(		15	punct		SpaceAfter=No	pid:1.53.1.1.
beim	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	13-14									pid:1.53.1.1.
bei	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	13	bei	ADP	APPR		15	case			pid:1.53.1.1.
dem	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	14	der	DET	ART	Case=Dat|Definite=Def|Gender=Neut|Number=Sing|PronType=Art	15	det			pid:1.53.1.1.
BKA	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	15	BKA	PROPN	NN	Case=Dat|Gender=Neut|Number=Sing	18	nmod			pid:1.53.1.1.
zu	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	16	zu	ADP	PIS	Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|PronType=Ind	17	case			pid:1.53.1.1.
Download	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	17	Download	PROPN	NN	Case=Dat|Gender=Neut|Number=Sing	18	nmod			pid:1.53.1.1.
verfügbar	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	18	verfügbar	ADJ	ADJD		0	root		SpaceAfter=No	pid:1.53.1.1.
]	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	19	]	PUNCT	$(		21	punct			pid:1.53.1.1.
(	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	20	(	PUNCT	$(		21	punct		SpaceAfter=No	pid:1.53.1.1.
https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	21	https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html	PROPN	NE	Case=Nom|Gender=Masc|Number=Sing	18	appos		SpaceAfter=No	pid:1.53.1.1.
)	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	22	)	PUNCT	$(		21	punct			pid:1.53.1.1.
und	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	23	und	CCONJ	NE	Case=Nom|Gender=Masc|Number=Sing	26	cc			pid:1.53.1.1.
ist	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	24	sein	AUX	NE	Case=Nom|Gender=Masc|Number=Sing	26	cop			pid:1.53.1.1.
ziemlich	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	25	ziemlich	ADV	ADV		26	advmod			pid:1.53.1.1.
interessant	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	26	interessant	ADJ	ADJD		21	conj		SpaceAfter=No	pid:1.53.1.1.
.	1	1	Das komplette "Lagebild Geschlechtsspezifisch gegen Frauen gerichtete Strafttaten" ist [beim BKA zu Download verfügbar] (https://www.bka.de/DE/AktuelleInformationen/StatistikenLagebilder/Lagebilder/StraftatengegenFrauen/StraftatengegenFrauen_node.html) und ist ziemlich interessant.	27	.	PUNCT	$.		18	punct		SpacesAfter=\n	pid:1.53.1.1.
</s>													
</text>													
</doc>													
