<doc id="48.1.1">													
<text id="48.1.1">													
<s id="1">													
mit	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	5	mit	ADP	$(		6	case			pid:3.48.1.1.
mütterlicher	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	6	mütterlich	PRON	ADJA	Case=Dat|Gender=Fem|Number=Sing	7	nmod			pid:3.48.1.1.
fürsorge	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	7	fürsorg	ADJ	NN		0	root			pid:3.48.1.1.
wie	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	8	wie	ADP	NE	Case=Nom|Gender=Neut|Number=Sing	59	case			pid:3.48.1.1.
ein	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	9	ein	DET	ART	Case=Nom|Definite=Ind|Gender=Neut|Number=Sing|PronType=Art	59	det			pid:3.48.1.1.
armes	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	10	armes	ADJ	NE	Case=Nom|Gender=Neut|Number=Sing	17	amod		SpaceAfter=No	pid:3.48.1.1.
,	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	11	,	PUNCT	$,		10	punct			pid:3.48.1.1.
zermürbtes	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	12	zermürbt	ADJ	ADJA	Case=Nom|Gender=Neut|Number=Sing	17	advmod			pid:3.48.1.1.
zwergli	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	13	zwergli	ADV	NN	Case=Nom|Gender=Neut|Number=Sing	12	advmod			pid:3.48.1.1.
in	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	14	in	ADP	APPR		16	case			pid:3.48.1.1.
dieser	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	15	dies	PRON	PDAT	Case=Dat|Gender=Fem|Number=Sing|PronType=Dem	16	det			pid:3.48.1.1.
großen	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	16	groß	ADJ	ADJA	Case=Dat|Gender=Fem|Number=Sing	17	obl			pid:3.48.1.1.
welt	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	17	weln	VERB	VVFIN	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	59	acl			pid:3.48.1.1.
der	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	18	der	DET	ART	Case=Nom|Definite=Def|Gender=Masc|Number=Sing|PronType=Art	19	det			pid:3.48.1.1.
Riesen	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	19	Riese	NOUN	NN	Case=Nom|Gender=Masc|Number=Plur	38	nsubj		SpaceAfter=No	pid:3.48.1.1.
,	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	20	,	PUNCT	$,		38	punct			pid:3.48.1.1.
weil	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	21	weil	SCONJ	KOUS		38	mark			pid:3.48.1.1.
ich	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	22	ich	PRON	PPER	Case=Nom|Number=Sing|Person=1|PronType=Prs	38	nsubj			pid:3.48.1.1.
kann	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	23	können	AUX	VMFIN	Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin	38	aux			pid:3.48.1.1.
ja	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	24	ja	ADV	ADV		26	advmod			pid:3.48.1.1.
überhaupt	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	25	überhaupt	ADV	ADV		26	advmod			pid:3.48.1.1.
nix	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	26	nix	PRON	PIS	Definite=Ind|PronType=Ind	38	nsubj			pid:3.48.1.1.
für	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	27	für	ADP	APPR		29	case			pid:3.48.1.1.
meine	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	28	mein	PRON	PPOSAT	Case=Acc|Gender=Neut|Number=Plur|Poss=Yes	29	det:poss			pid:3.48.1.1.
Gefühle	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	29	Gefühl	NOUN	NN	Case=Acc|Gender=Neut|Number=Plur	38	nmod			pid:3.48.1.1.
und	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	30	und	CCONJ	NN	Case=Acc|Gender=Neut|Number=Plur	34	cc			pid:3.48.1.1.
die	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	31	der	DET	ART	Case=Acc|Definite=Def|Gender=Fem|Number=Sing|PronType=Art	34	det			pid:3.48.1.1.
daraus	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	32	daraus	ADV	PAV		34	advmod			pid:3.48.1.1.
resultierenden	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	33	resultierend	ADJ	ADJA	Case=Gen|Gender=Fem|Number=Sing	34	amod			pid:3.48.1.1.
Handlungen	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	34	Handlung	NOUN	NN	Case=Gen|Gender=Fem|Number=Plur	29	conj			pid:3.48.1.1.
sind	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	35	sein	AUX	ADJD		38	cop			pid:3.48.1.1.
nicht	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	36	nicht	PART	NN	Case=Gen|Gender=Masc|Number=Plur	38	advmod			pid:3.48.1.1.
mein	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	37	mein	PRON	PPOSAT	Case=Nom|Gender=Masc|Number=Sing|Poss=Yes	38	det:poss			pid:3.48.1.1.
verdienst	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	38	verdienst	ADV	ADV		17	advmod		SpaceAfter=No	pid:3.48.1.1.
,	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	39	,	PUNCT	$,		50	punct			pid:3.48.1.1.
da	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	40	da	SCONJ	KOUS		50	mark			pid:3.48.1.1.
sind	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	41	sein	AUX	ADJD		50	cop			pid:3.48.1.1.
allein	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	42	allein	ADV	ADV		45	advmod			pid:3.48.1.1.
die	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	43	der	DET	ART	Case=Nom|Definite=Def|Gender=Fem|Number=Plur|PronType=Art	45	det			pid:3.48.1.1.
linkswoken	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	44	linkswok	ADJ	NN	Case=Nom|Gender=Fem|Number=Plur	45	amod			pid:3.48.1.1.
grünschwuchteln	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	45	grünschwuchtel	NOUN	VVFIN	Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin	50	nsubj			pid:3.48.1.1.
dran	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	46	dran	ADP	PAV		47	case			pid:3.48.1.1.
schuld	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	47	schuld	ADJ	NN	Case=Nom|Gender=Fem|Number=Sing	50	obl			pid:3.48.1.1.
und	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	48	und	CCONJ	NN	Case=Acc|Gender=Fem|Number=Sing	49	cc			pid:3.48.1.1.
du	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	49	du	PRON	PPER	Case=Nom|Number=Sing|Person=2|PronType=Prs	47	conj			pid:3.48.1.1.
machst	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	50	machen	VERB	ADV		17	advcl			pid:3.48.1.1.
das	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	51	der	DET	ART	Case=Nom|Definite=Def|Gender=Neut|Number=Sing|PronType=Art	56	nsubj			pid:3.48.1.1.
jetzt	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	52	jetzt	ADV	ADV		56	advmod			pid:3.48.1.1.
mal	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	53	mal	ADV	ADV		56	advmod			pid:3.48.1.1.
besser	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	54	gut	ADJ	ADJD		56	advmod			pid:3.48.1.1.
wieder	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	55	wieder	ADV	NN	Case=Nom|Gender=Neut|Number=Plur	56	advmod			pid:3.48.1.1.
gut	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	56	gut	ADJ	ADJD		50	xcomp		SpaceAfter=No	pid:3.48.1.1.
,	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	57	,	PUNCT	$,		59	punct			pid:3.48.1.1.
SONST	2	3	Und behandel mich bitte mit mütterlicher fürsorge wie ein armes, zermürbtes zwergli in dieser großen welt der Riesen, weil ich kann ja überhaupt nix für meine Gefühle und die daraus resultierenden Handlungen sind nicht mein verdienst, da sind allein die linkswoken grünschwuchteln dran schuld und du machst das jetzt mal besser wieder gut, SONST SCHELLEN!	58	sonst	PROPN	NN	Case=Acc|Gender=Neut|Number=Sing	59	nsubj			pid:3.48.1.1.
