<doc id="21.1.1">													
<text id="21.1.1">													
<s id="1">													
Und	1	1	Und nichts von Wert ward verloren.	1	und	CCONJ	ADJD		6	cc			pid:1.21.1.1.
nichts	1	1	Und nichts von Wert ward verloren.	2	nichts	PRON	ADJA	Case=Nom|Gender=Masc|Number=Sing	6	nsubj			pid:1.21.1.1.
von	1	1	Und nichts von Wert ward verloren.	3	von	ADP	FM	Foreign=Yes	4	case			pid:1.21.1.1.
Wert	1	1	Und nichts von Wert ward verloren.	4	Wert	NOUN	NN	Case=Acc|Gender=Masc|Number=Sing	6	obl			pid:1.21.1.1.
ward	1	1	Und nichts von Wert ward verloren.	5	ward	ADJ	NE	Case=Acc|Gender=Masc|Number=Sing	6	xcomp			pid:1.21.1.1.
verloren	1	1	Und nichts von Wert ward verloren.	6	verlieren	VERB	VVPP	VerbForm=Part	0	root		SpaceAfter=No	pid:1.21.1.1.
.	1	1	Und nichts von Wert ward verloren.	7	.	PUNCT	$.		6	punct		SpacesAfter=\n	pid:1.21.1.1.
</s>													
</text>													
</doc>													
