"X","X","X","X","X","X","X"
"anova.plain","Sum.Sq","Mean.Sq","NumDF","DenDF","F.value","Pr..F."
"target","1923919.27838354","1923919.27838354","1","87086.0105458611","20.3109230250662","6.59092676513118e-06"
"q","852290.630053493","170458.126010699","5","86210.0762516092","1.79953593443338","0.109169237231799"
"range","185258459.224092","185258459.224092","1","86756.9062836135","1955.78387686012","0"
"target:q","459392.08501015","91878.41700203","5","86207.4094763705","0.969965567869912","0.434487674238522"
"anova.lme","Estimate","Std. Error","df","t value","Pr(>|t|)",""
"(Intercept)","296.199155432538","13.7097409375219","1324.6435431381","21.6050147688697","6.34711750982253e-89","---"
"targetref","-24.6652343988817","4.54622995851426","87068.8324390884","-5.42542603958873","5.79701143097102e-08","---"
"qb","1.00278999804673","9.83528981529557","86063.9636081056","0.101958357799199","0.918789965961069","---"
"qc","6.82480765764967","5.12653433215009","85824.8949670693","1.33127122837141","0.183103317779408","---"
"qd","-1.41412086754797","4.58865806519313","85797.4135839865","-0.308177433893943","0.757948070676607","---"
"qe","-16.0964767464472","6.94321409145281","86648.9870638771","-2.31830338722555","0.0204351541413654","---"
"qf","2.19522926665501","8.05594878567013","86870.7981332735","0.272497917384961","0.785239840062116","---"
"range","0.030211078283923","0.000683133834035701","86756.9062836135","44.2242453509398","0","---"
"targetref:qb","-15.4279766730793","12.0523240708456","85975.0652218079","-1.28008312607519","0.200519356271599","---"
"targetref:qc","-0.506924612208736","6.23619347809349","85791.5161687043","-0.0812875055896616","0.935213499821982","---"
"targetref:qd","-3.731574705815","5.87185675524528","85771.4373150647","-0.635501658394786","0.525102980891297","---"
"targetref:qe","27.017282757062","16.8507264455492","86668.49996312","1.60333044657538","0.108865361941225","---"
"targetref:qf","0.505322442477432","10.7074573473221","86643.6665159894","0.047193505057838","0.96235911273872","---"
"---","---","---","---","---","---","---"
"X","X","X","X","X","X","X"
"anova.plain","Sum.Sq","Mean.Sq","NumDF","DenDF","F.value","Pr..F."
"target","6414204.29801046","6414204.29801046","1","125382.951491782","65.6691764142684","5.38078977285097e-16"
