"","token","freq","target","unique","stopword"
"3085","tackle",10,"cl",1,0
"3086","tags",6,"cl",1,0
"3087","tailor",2,"cl",1,0
"3088","take",154,"cl",0,0
"5201","take",12,"co",0,0
"3089","taken",4,"cl",0,0
"5202","taken",1,"co",0,0
"3090","takes",16,"cl",0,0
"5203","takes",3,"co",0,0
"3091","taking",48,"cl",0,0
"5204","taking",2,"co",0,0
"3092","talent",2,"cl",1,0
"3093","talented",2,"cl",1,0
"3094","talents",2,"cl",1,0
"3095","talk",104,"cl",0,0
"5205","talk",4,"co",0,1
"3096","talked",10,"cl",1,0
"3097","talking",114,"cl",0,0
"5206","talking",17,"co",0,0
"3098","talks",6,"cl",1,0
"3099","tall",4,"cl",1,0
"3100","tangent",6,"cl",1,0
"3101","tangible",2,"cl",0,0
"5207","tangible",1,"co",0,0
"3102","tart",10,"cl",1,0
"3103","task",2,"cl",0,0
"5209","task",7,"co",0,0
"3104","taught",6,"cl",0,0
"5212","taught",2,"co",0,1
"3105","tea",2,"cl",1,0
"3106","teach",14,"cl",1,0
"3107","teacher",14,"cl",1,1
"3108","teaches",2,"cl",1,0
"3109","teaching",4,"cl",0,0
"5213","teaching",4,"co",0,0
"3110","team",2,"cl",1,0
"3111","teas",2,"cl",1,0
"3112","tech",4,"cl",1,0
"3113","techie",2,"cl",1,0
"3114","technical",6,"cl",0,0
"5214","technical",1,"co",0,0
"3115","technically",2,"cl",1,0
"3116","techniques",8,"cl",0,0
"5216","techniques",1,"co",0,0
"3117","teenager",2,"cl",1,0
"3118","teens",2,"cl",1,0
"3119","teeth",2,"cl",1,0
"3120","tel",2,"cl",1,0
"3121","telephone",2,"cl",1,0
"3122","television",6,"cl",1,0
"3123","tell",70,"cl",0,1
"5217","tell",6,"co",0,0
"3124","telling",14,"cl",0,0
"5218","telling",2,"co",0,0
"3125","ten",48,"cl",0,0
"5220","ten",4,"co",0,0
"3126","tend",8,"cl",0,1
"5221","tend",12,"co",0,0
"3127","tends",4,"cl",0,0
"5223","tends",3,"co",0,0
"3128","tennis",2,"cl",1,0
"3129","tens",2,"cl",1,0
"3130","term",6,"cl",0,1
"5225","term",1,"co",0,0
"3131","terminology",2,"cl",0,0
"5226","terminology",2,"co",0,0
"3132","terms",34,"cl",0,0
"5227","terms",18,"co",0,0
"3133","terrible",18,"cl",0,0
"5228","terrible",1,"co",0,0
"3134","test",4,"cl",0,1
"5230","test",7,"co",0,1
"3135","testing",2,"cl",1,0
"3136","text",8,"cl",0,1
"5231","text",3,"co",0,0
"3137","th",138,"cl",0,0
"5234","th",28,"co",0,0
"3138","tha",2,"cl",1,1
"3139","thair",2,"cl",1,0
"3140","Thames",2,"cl",1,0
"3141","than",108,"cl",0,0
"5235","than",43,"co",0,0
"3142","thank",28,"cl",0,0
"5236","thank",6,"co",0,0
"3143","thankfully",2,"cl",1,0
"3144","thanks",12,"cl",0,0
"5237","thanks",2,"co",0,0
"3145","that",2698,"cl",0,0
"5238","that",770,"co",0,0
"3146","the",2994,"cl",0,1
"5239","the",614,"co",0,0
"3147","The",2,"cl",1,0
"3148","theatre",10,"cl",1,1
"3149","their",94,"cl",0,0
"5240","their",30,"co",0,0
"3150","them",220,"cl",0,0
"5241","them",45,"co",0,0
"3151","theme",2,"cl",1,0
"3152","themes",6,"cl",0,1
"5242","themes",1,"co",0,0
"3153","thems",2,"cl",1,0
"3154","themselves",6,"cl",0,0
"5243","themselves",1,"co",0,0
"3155","then",300,"cl",0,0
"5244","then",150,"co",0,0
"3156","theory",6,"cl",1,0
"3157","there",540,"cl",0,0
"5251","there",161,"co",0,0
"3158","therefore",2,"cl",0,0
"5253","therefore",1,"co",0,0
"3159","these",50,"cl",0,0
"5255","these",13,"co",0,0
"3160","they",964,"cl",0,0
"5256","they",183,"co",0,0
"3161","thin",2,"cl",1,0
"3162","thing",268,"cl",0,0
"5257","thing",68,"co",0,0
"3163","things",198,"cl",0,0
"5258","things",55,"co",0,0
"3164","thingy",2,"cl",1,0
"3165","think",646,"cl",0,0
"5259","think",287,"co",0,0
"3166","thinking",82,"cl",0,0
"5260","thinking",27,"co",0,0
"3167","third",6,"cl",0,0
"5261","third",1,"co",0,0
"3168","thirty",24,"cl",1,0
"3169","this",302,"cl",0,0
"5262","this",96,"co",0,0
"3170","those",44,"cl",0,0
"5263","those",45,"co",0,0
"3171","thou",2,"cl",1,0
"3172","though",12,"cl",0,0
"5264","though",7,"co",0,0
"3173","thought",66,"cl",0,1
"5265","thought",25,"co",0,0
"3174","thoughts",12,"cl",1,0
"3175","thousand",8,"cl",1,0
"3176","thousands",4,"cl",1,0
"3177","thrash",4,"cl",1,0
"3178","three",44,"cl",0,0
"5266","three",2,"co",0,0
"3179","through",100,"cl",0,0
"5268","through",33,"co",0,0
"3180","throughout",4,"cl",0,1
"5269","throughout",3,"co",0,1
"3181","Thursday",2,"cl",1,0
"3182","ti",2,"cl",1,1
"3183","ticks",2,"cl",1,0
"3184","tidies",2,"cl",1,0
"3185","tidy",6,"cl",1,0
"3186","tie",2,"cl",1,0
"3187","tied",12,"cl",0,0
"5271","tied",1,"co",0,0
"3188","tight",2,"cl",1,0
"3189","til",2,"cl",1,0
"3190","tiled",2,"cl",1,1
"3191","time",206,"cl",0,1
"5272","time",35,"co",0,0
"3192","times",34,"cl",0,1
"5273","times",10,"co",0,0
"3193","tiny",4,"cl",1,1
"3194","tired",4,"cl",1,0
"3195","title",12,"cl",1,0
"3196","tits",2,"cl",1,0
"3197","to",2396,"cl",0,0
"5274","to",461,"co",0,0
"3198","tobably",2,"cl",1,0
"3199","tobacco",2,"cl",1,0
"3200","today",10,"cl",0,0
"5275","today",2,"co",0,0
"3201","toes",2,"cl",1,0
"3202","together",46,"cl",0,0
"5277","together",24,"co",0,1
"3203","toilet",2,"cl",1,1
"3204","told",20,"cl",0,0
"5278","told",1,"co",0,0
"3205","Tom",2,"cl",1,0
"3206","tomboy",6,"cl",1,0
"3207","tomorrow",4,"cl",1,0
"3208","tone",2,"cl",1,0
"3209","toned",2,"cl",1,1
"3210","tones",2,"cl",1,0
"3211","tongue",2,"cl",0,0
"5279","tongue",1,"co",0,0
"3212","tonight",4,"cl",1,0
"3213","too",62,"cl",0,0
"5280","too",9,"co",0,1
"3214","took",34,"cl",0,0
"5281","took",2,"co",0,0
"3215","tooken",2,"cl",1,0
"3216","tool",4,"cl",0,0
"5282","tool",2,"co",0,0
"3217","toolkit",2,"cl",1,0
"3218","top",48,"cl",0,0
"5284","top",14,"co",0,0
"3219","topic",6,"cl",0,0
"5285","topic",1,"co",0,0
"3220","topics",2,"cl",0,0
"5286","topics",1,"co",0,0
"3221","tops",2,"cl",1,1
"3222","torn",2,"cl",1,0
"3223","total",16,"cl",0,0
"5288","total",2,"co",0,0
"3224","totally",14,"cl",0,0
"5289","totally",1,"co",0,0
"3225","touch",2,"cl",0,0
"5290","touch",1,"co",0,0
"3226","touching",2,"cl",1,0
"3227","touchscreen",2,"cl",1,0
"3228","towards",4,"cl",0,0
"5292","towards",9,"co",0,0
"3229","town",2,"cl",1,0
"3230","tr",4,"cl",0,0
"5293","tr",1,"co",0,0
"3231","trackpad",2,"cl",1,0
"3232","tracks",2,"cl",1,0
"3233","trade",2,"cl",1,0
"3234","traded",2,"cl",1,0
"3235","trades",4,"cl",1,0
"3236","trading",2,"cl",1,0
"3237","trainers",2,"cl",1,0
"3238","training",2,"cl",0,0
"5297","training",3,"co",0,0
"3239","tram",2,"cl",1,0
"3240","tranquility",2,"cl",1,0
"3241","transfer",2,"cl",1,0
"3242","transmitter",2,"cl",1,0
"3243","transport",2,"cl",1,0
"3244","travelling",2,"cl",1,0
"3245","trawl",2,"cl",1,0
"3246","treat",4,"cl",1,0
"3247","treatment",2,"cl",1,0
"3248","Trecovision",6,"cl",1,0
"3249","trees",4,"cl",1,0
"3250","trick",4,"cl",1,0
"3251","tricky",2,"cl",1,0
"3252","tried",16,"cl",0,0
"5301","tried",2,"co",0,0
"3253","trigger",4,"cl",1,0
"3254","triggers",4,"cl",1,0
"3255","trips",4,"cl",1,0
"3256","trouble",2,"cl",1,0
"3257","trout",2,"cl",1,0
"3258","true",16,"cl",0,0
"5303","true",4,"co",0,0
"3259","trust",2,"cl",1,0
"3260","truth",10,"cl",1,1
"3261","try",46,"cl",0,0
"5304","try",12,"co",0,0
"3262","trying",78,"cl",0,0
"5305","trying",35,"co",0,0
"3263","tsunami",2,"cl",1,0
"3264","Tuesday",2,"cl",1,1
"3265","tune",2,"cl",1,0
"3266","tunnel",2,"cl",1,0
"3267","Tupac",4,"cl",1,1
"3268","turn",20,"cl",1,0
"3269","turned",10,"cl",1,1
"3270","turning",2,"cl",1,0
"3271","turns",10,"cl",1,0
"3272","TV",18,"cl",1,0
"3273","tweak",8,"cl",1,0
"3274","twelve",6,"cl",1,0
"3275","twenty",24,"cl",0,0
"5307","twenty",1,"co",0,0
"3276","tweven",2,"cl",1,0
"3277","twice",8,"cl",1,0
"3278","two",96,"cl",0,1
"5309","two",35,"co",0,0
"3279","typ",2,"cl",1,1
"3280","type",24,"cl",0,0
"5310","type",7,"co",0,0
"3281","types",2,"cl",0,0
"5311","types",3,"co",0,0
"3282","typing",2,"cl",1,0
"3283","u",6,"cl",1,0
"3284","U",6,"cl",1,0
"3285","UK",2,"cl",1,0
"3286","ul",2,"cl",1,0
"3287","un",4,"cl",1,0
"3288","uncomfortable",2,"cl",0,0
"5315","uncomfortable",1,"co",0,0
"3289","underst",2,"cl",1,0
"3290","understand",88,"cl",0,0
"5318","understand",11,"co",0,0
"3291","understanding",4,"cl",0,0
"5319","understanding",7,"co",0,0
"3292","understands",4,"cl",1,1
"3293","understood",4,"cl",0,0
"5320","understood",1,"co",0,0
"3294","unfair",4,"cl",1,0
"3295","unfortunately",2,"cl",0,0
"5321","unfortunately",2,"co",0,0
"3296","unintended",8,"cl",1,0
"3297","unique",6,"cl",1,0
"3298","united",2,"cl",1,0
"3299","university",10,"cl",0,0
"5323","university",4,"co",0,0
"3300","unknown",6,"cl",1,0
"3301","unless",2,"cl",0,1
"5324","unless",3,"co",0,0
"3302","unlikely",2,"cl",0,0
"5325","unlikely",1,"co",0,1
"3303","unmade",2,"cl",1,0
"3304","unpublished",2,"cl",1,0
"3305","until",16,"cl",0,0
"5326","until",3,"co",0,0
"3306","unusual",4,"cl",1,0
"3307","unwell",6,"cl",1,0
"3308","up",308,"cl",0,0
"5327","up",37,"co",0,0
"3309","update",2,"cl",1,0
"3310","uplifting",2,"cl",1,0
"3311","uproar",2,"cl",1,0
"3312","upset",34,"cl",1,0
"3313","upsets",6,"cl",1,0
"3314","upside",2,"cl",1,0
"3315","upstairs",2,"cl",1,0
"3316","urban",2,"cl",1,0
"3317","us",26,"cl",0,0
"5328","us",3,"co",0,0
"3318","usage",2,"cl",1,0
"3319","USB",2,"cl",1,0
"3320","use",186,"cl",0,0
"5329","use",36,"co",0,0
"3321","used",158,"cl",0,0
"5330","used",12,"co",0,0
"3322","useless",6,"cl",1,0
"3323","user",6,"cl",1,0
"3324","usernames",2,"cl",1,0
"3325","uses",4,"cl",0,0
"5332","uses",2,"co",0,0
"3326","using",54,"cl",0,0
"5333","using",16,"co",0,0
"3327","usually",6,"cl",0,0
"5335","usually",1,"co",0,0
"3328","v",36,"cl",0,0
"5336","v",1,"co",0,0
"3329","V",4,"cl",1,0
"3330","variable",4,"cl",1,0
"3331","variables",12,"cl",1,0
"3332","varies",10,"cl",1,0
"3333","variety",2,"cl",1,0
"3334","various",6,"cl",1,0
"3335","vase",2,"cl",1,0
"3336","vector",2,"cl",1,0
"3337","vectors",4,"cl",1,0
"3338","vehicle",4,"cl",1,0
"3339","vendors",4,"cl",1,0
"3340","venue",2,"cl",1,0
"3341","verbally",2,"cl",0,0
"5342","verbally",2,"co",0,0
"3342","verbiage",2,"cl",0,0
"5343","verbiage",1,"co",0,0
"3343","verifying",2,"cl",1,0
"3344","verses",4,"cl",1,0
"3345","version",8,"cl",1,0
"3346","versus",4,"cl",0,0
"5345","versus",1,"co",0,0
"3347","vertically",8,"cl",1,0
"3348","very",318,"cl",0,1
"5346","very",58,"co",0,0
"3349","vibrancy",4,"cl",1,0
"3350","vibrant",2,"cl",1,0
"3351","Victorian",2,"cl",0,0
"5347","Victorian",1,"co",0,0
"3352","video",8,"cl",0,1
"5348","video",3,"co",0,0
"3353","view",24,"cl",1,0
"3354","ViewJS",4,"cl",1,0
"3355","violin",2,"cl",1,0
"3356","virgi",2,"cl",1,0
"3357","vision",6,"cl",1,0
"3358","visit",4,"cl",1,0
"3359","visiting",2,"cl",1,1
"3360","visual",12,"cl",0,0
"5349","visual",3,"co",0,0
"3361","visualise",4,"cl",1,0
"3362","visually",2,"cl",1,0
"3363","vociferously",2,"cl",1,0
"3364","voice",18,"cl",0,0
"5353","voice",1,"co",0,0
"3365","voiced",2,"cl",1,1
"3366","voicemail",2,"cl",1,0
"3367","voices",40,"cl",1,0
"3368","void",2,"cl",1,1
"3369","volumes",2,"cl",1,0
"3370","voluntary",2,"cl",1,0
"3371","w",234,"cl",0,0
"5354","w",40,"co",0,0
"3372","W",8,"cl",1,0
"3373","wa",2,"cl",1,0
"3374","waffle",2,"cl",1,0
"3375","waiting",4,"cl",0,0
"5356","waiting",1,"co",0,0
"3376","wake",6,"cl",1,0
"3377","walk",10,"cl",1,0
"3378","walked",2,"cl",1,0
"3379","walking",8,"cl",1,0
"3380","walks",2,"cl",1,0
"3381","wallow",2,"cl",1,0
"3382","wan",84,"cl",0,0
"5358","wan",7,"co",0,0
"3383","wandering",2,"cl",1,0
"3384","wanders",2,"cl",1,0
"3385","wanna",4,"cl",1,0
"3386","want",170,"cl",0,0
"5359","want",24,"co",0,0
"3387","wanted",14,"cl",0,0
"5360","wanted",2,"co",0,0
"3388","wants",10,"cl",0,0
"5362","wants",5,"co",0,0
"3389","war",2,"cl",1,1
"3390","ward",18,"cl",0,0
"5363","ward",1,"co",0,0
"3391","wards",6,"cl",1,0
"3392","warmed",2,"cl",1,0
"3393","was",734,"cl",0,0
"5364","was",458,"co",0,0
"3394","wash",2,"cl",1,0
"3395","waste",2,"cl",1,0
"3396","watch",12,"cl",0,0
"5365","watch",1,"co",0,0
"3397","watched",4,"cl",1,0
"3398","watching",10,"cl",1,0
"3399","water",8,"cl",1,0
"3400","wave",2,"cl",1,0
"3401","way",218,"cl",0,0
"5367","way",69,"co",0,0
"3402","ways",58,"cl",0,0
"5368","ways",23,"co",0,0
"3403","we",360,"cl",0,0
"5369","we",73,"co",0,0
"3404","weakness",8,"cl",1,0
"3405","wealthy",2,"cl",1,0
"3406","web",18,"cl",1,0
"3407","webpage",16,"cl",1,1
"3408","Webplus",2,"cl",1,0
"3409","website",38,"cl",0,1
"5371","website",2,"co",0,1
"3410","websites",14,"cl",1,0
"3411","Wednesday",4,"cl",1,0
"3412","weed",16,"cl",1,0
"3413","week",34,"cl",0,1
"5372","week",2,"co",0,0
"3414","weekly",4,"cl",1,0
"3415","weeks",8,"cl",0,0
"5373","weeks",3,"co",0,1
"3416","weird",2,"cl",0,1
"5374","weird",8,"co",0,1
"3417","welcome",2,"cl",1,0
"3418","well",542,"cl",0,0
"5377","well",89,"co",0,1
"3419","Wendy",4,"cl",1,0
"3420","went",84,"cl",0,1
"5378","went",13,"co",0,0
"3421","wer",2,"cl",1,0
"3422","were",96,"cl",0,0
"5379","were",68,"co",0,0
"3423","wet",4,"cl",1,0
"3424","wh",10,"cl",1,0
"3425","wha",6,"cl",1,0
"3426","what",906,"cl",0,0
"5381","what",153,"co",0,0
"3427","whatever",100,"cl",0,0
"5382","whatever",20,"co",0,0
"3428","wheel",4,"cl",0,0
"5385","wheel",1,"co",0,0
"3429","when",464,"cl",0,1
"5386","when",75,"co",0,0
"3430","whenever",6,"cl",0,0
"5387","whenever",3,"co",0,0
"3431","where",132,"cl",0,1
"5388","where",37,"co",0,0
"3432","whereas",40,"cl",0,1
"5389","whereas",28,"co",0,0
"3433","whereby",2,"cl",0,0
"5390","whereby",1,"co",0,0
"3434","whether",22,"cl",0,0
"5391","whether",13,"co",0,0
"3435","which",170,"cl",0,0
"5392","which",50,"co",0,1
"3436","while",18,"cl",0,0
"5394","while",8,"co",0,0
"3437","whilst",4,"cl",1,0
"3438","whinger",2,"cl",1,1
"3439","white",18,"cl",1,0
"3440","who",98,"cl",0,0
"5395","who",3,"co",0,0
"3441","whole",24,"cl",0,1
"5396","whole",16,"co",0,0
"3442","why",136,"cl",0,0
"5397","why",15,"co",0,0
"3443","wi",10,"cl",1,0
"3444","wide",4,"cl",1,0
"3445","wider",2,"cl",0,0
"5398","wider",1,"co",0,1
"3446","width",6,"cl",1,0
"3447","wife",4,"cl",0,1
"5399","wife",1,"co",0,0
"3448","wifi",2,"cl",1,0
"3449","wild",2,"cl",1,0
"3450","wildlife",2,"cl",1,0
"3451","will",90,"cl",0,0
"5400","will",11,"co",0,1
"3452","willed",2,"cl",1,0
"3453","win",10,"cl",1,0
"3454","wind",14,"cl",1,0
"3455","winding",2,"cl",1,0
"3456","window",4,"cl",0,0
"5401","window",1,"co",0,0
"3457","Windows",4,"cl",1,0
"3458","windy",4,"cl",1,0
"3459","winky",2,"cl",1,0
"3460","winter",10,"cl",1,0
"3461","wise",2,"cl",1,0
"3462","wish",2,"cl",0,0
"5402","wish",2,"co",0,0
"3463","wit",20,"cl",1,0
"3464","with",814,"cl",0,0
"5403","with",199,"co",0,0
"3465","withdraw",2,"cl",1,0
"3466","withdrawing",2,"cl",1,0
"3467","within",52,"cl",0,0
"5404","within",13,"co",0,0
"3468","without",46,"cl",0,0
"5405","without",6,"co",0,0
"3469","Witness",2,"cl",1,0
"3470","witticism",4,"cl",1,1
"3471","wittily",2,"cl",1,1
"3472","witty",8,"cl",1,0
"3473","wo",32,"cl",0,0
"5406","wo",1,"co",0,0
"3474","woman",10,"cl",1,1
"3475","women",4,"cl",1,0
"3476","won",10,"cl",1,0
"3477","wonderful",6,"cl",1,0
"3478","wondering",8,"cl",0,0
"5407","wondering",3,"co",0,1
"3479","wonky",2,"cl",1,1
"3480","wood",2,"cl",1,1
"3481","wooden",2,"cl",1,0
"3482","wor",2,"cl",0,1
"5408","wor",1,"co",0,1
"3483","word",84,"cl",0,0
"5409","word",89,"co",0,0
"3484","wording",8,"cl",1,0
"3485","Wordpad",6,"cl",1,0
"3486","words",88,"cl",0,0
"5410","words",117,"co",0,0
"3487","work",142,"cl",0,0
"5411","work",21,"co",0,0
"3488","worked",14,"cl",0,0
"5412","worked",2,"co",0,0
"3489","worker",2,"cl",1,0
"3490","working",24,"cl",0,1
"5413","working",10,"co",0,0
"3491","works",24,"cl",0,0
"5415","works",5,"co",0,0
"3492","workspace",2,"cl",1,0
"3493","world",28,"cl",1,0
"3494","worried",4,"cl",1,1
"3495","worry",10,"cl",0,1
"5417","worry",1,"co",0,1
"3496","worrying",2,"cl",0,1
"5418","worrying",2,"co",0,1
"3497","worse",4,"cl",0,0
"5419","worse",2,"co",0,0
"3498","worst",2,"cl",1,0
"3499","worths",2,"cl",1,1
"3500","worthy",2,"cl",1,0
"3501","would",278,"cl",0,0
"5420","would",144,"co",0,0
"3502","woulda",14,"cl",1,1
"3503","wow",6,"cl",0,0
"5421","wow",7,"co",0,0
"3504","wr",2,"cl",0,0
"5422","wr",1,"co",0,0
"3505","wrap",4,"cl",1,0
"3506","wrapper",2,"cl",1,0
"3507","wraps",2,"cl",1,0
"3508","wrecked",2,"cl",1,0
"3509","wri",2,"cl",0,0
"5423","wri",1,"co",0,0
"3510","writ",2,"cl",1,0
"3511","write",158,"cl",0,0
"5424","write",27,"co",0,0
"3512","writer",6,"cl",0,0
"5425","writer",2,"co",0,0
"3513","writes",2,"cl",1,0
"3514","writing",250,"cl",0,0
"5426","writing",76,"co",0,0
"3515","written",38,"cl",0,0
"5427","written",11,"co",0,1
"3516","wrong",24,"cl",0,0
"5428","wrong",7,"co",0,0
"3517","wrote",16,"cl",0,0
"5429","wrote",3,"co",0,0
"3518","y",358,"cl",0,0
"5431","y",17,"co",0,0
"3519","yards",2,"cl",1,0
"3520","yeah",1128,"cl",0,0
"5434","yeah",547,"co",0,0
"3521","year",52,"cl",1,0
"3522","years",124,"cl",0,0
"5435","years",13,"co",0,0
"3523","yep",14,"cl",0,0
"5437","yep",2,"co",0,0
"3524","yes",194,"cl",0,0
"5438","yes",22,"co",0,0
"3525","Yes",2,"cl",1,0
"3526","yesterday",8,"cl",1,0
"3527","yet",18,"cl",1,0
"3528","you",2780,"cl",0,1
"5439","you",792,"co",0,0
"3529","young",28,"cl",0,0
"5440","young",1,"co",0,0
"3530","younger",22,"cl",0,0
"5441","younger",3,"co",0,1
"3531","youngster",2,"cl",1,0
"3532","your",222,"cl",0,0
"5442","your",42,"co",0,0
"3533","yours",2,"cl",1,0
"3534","yourself",42,"cl",0,0
"5443","yourself",2,"co",0,0
"3535","yous",4,"cl",1,0
"3536","zippy",4,"cl",1,0
"3537","zone",2,"cl",0,0
"5445","zone",1,"co",0,0
"3538","zoom",10,"cl",1,0
"3539","Zoom",2,"cl",1,0
"3540","zooming",2,"cl",1,0
"3544","’ll",1,"co",1,0
"3550","2000",1,"co",1,0
"3551","2001",1,"co",1,0
"3554","ab",2,"co",1,0
"3559","abnormal",1,"co",1,0
"3562","absorb",1,"co",1,0
"3564","abstracting",1,"co",1,0
"3567","accept",1,"co",1,0
"3568","accidie",2,"co",1,0
"3569","accounting",1,"co",1,0
"3570","achieved",1,"co",1,0
"3571","acknowledged",1,"co",1,0
"3572","acronyms",1,"co",1,0
"3574","acting",1,"co",1,0
"3577","ad",1,"co",1,0
"3579","additional",1,"co",1,0
"3580","adjective",7,"co",1,0
"3583","adults",3,"co",1,0
"3585","affected",1,"co",1,0
"3592","agency",1,"co",1,0
"3593","ages",1,"co",1,0
"3596","agreed",2,"co",1,0
"3599","align",1,"co",1,0
"3602","allows",3,"co",1,0
"3603","alm",1,"co",1,0
"3610","alternative",1,"co",1,0
"3623","ang",1,"co",1,0
"3627","Anna",1,"co",1,0
"3628","anonymous",1,"co",1,0
"3635","anxious",1,"co",1,0
"3643","apathy",2,"co",1,0
"3644","apotropaic",1,"co",1,0
"3645","appeal",1,"co",1,0
"3646","appealed",2,"co",1,0
"3647","appealing",1,"co",1,0
"3648","appeared",2,"co",1,0
"3653","approached",1,"co",1,0
"3655","archives",1,"co",1,0
"3670","assessment",1,"co",1,0
"3671","assessments",1,"co",1,0
"3672","assign",2,"co",1,0
"3674","assigning",2,"co",1,0
"3676","associated",12,"co",1,0
"3677","association",15,"co",1,0
"3678","associations",2,"co",1,0
"3679","assume",1,"co",1,0
"3681","attaching",1,"co",1,0
"3684","attitude",14,"co",1,0
"3686","author",4,"co",1,0
"3687","automatically",1,"co",1,0
"3688","av",1,"co",1,0
"3689","average",1,"co",1,0
"3690","avert",1,"co",1,0
"3691","avid",3,"co",1,0
"3693","awareness",1,"co",1,0
"3698","backwards",2,"co",1,0
"3700","baffled",1,"co",1,0
"3701","baffling",1,"co",1,0
"3704","bam",5,"co",1,0
"3705","banal",1,"co",1,0
"3711","bear",1,"co",1,0
"3717","becoming",1,"co",1,0
"3722","behavior",1,"co",1,0
"3723","behaviors",1,"co",1,0
"3731","bias",1,"co",1,0
"3732","biasing",1,"co",1,0
"3735","Bill",1,"co",1,0
"3739","bizarre",4,"co",1,0
"3741","bland",1,"co",1,0
"3742","blind",1,"co",1,0
"3743","blink",2,"co",1,0
"3745","board",1,"co",1,0
"3747","bog",1,"co",1,0
"3752","boomerangs",1,"co",1,1
"3758","bounces",1,"co",1,0
"3759","bouncing",1,"co",1,0
"3762","brand",1,"co",1,0
"3764","breaking",1,"co",1,0
"3766","breath",1,"co",1,0
"3773","broadly",1,"co",1,0
"3774","broken",1,"co",1,0
"3776","Bryson",1,"co",1,0
"3779","bull",1,"co",1,0
"3780","bummer",1,"co",1,0
"3791","candidate",1,"co",1,0
"3792","canvas",1,"co",1,0
"3793","capable",1,"co",1,0
"3796","cartoon",1,"co",1,1
"3798","catches",1,"co",1,0
"3799","categorise",1,"co",1,0
"3805","challenge",1,"co",1,0
"3809","changes",1,"co",1,0
"3810","changing",1,"co",1,0
"3811","chaos",2,"co",1,0
"3812","charms",1,"co",1,0
"3817","choices",7,"co",1,0
"3819","choosing",2,"co",1,0
"3820","chore",1,"co",1,0
"3822","chosen",1,"co",1,0
"3824","chuck",1,"co",1,1
"3825","circle",2,"co",1,1
"3828","classed",1,"co",1,0
"3833","clicking",3,"co",1,0
"3834","clinical",3,"co",1,0
"3838","closer",1,"co",1,0
"3839","cloud",5,"co",1,0
"3841","cloudy",1,"co",1,0
"3842","co-create",1,"co",1,0
"3843","cognitive",1,"co",1,0
"3844","coherency",1,"co",1,0
"3845","collection",1,"co",1,0
"3846","collections",1,"co",1,0
"3854","commas",1,"co",1,0
"3856","commitments",1,"co",1,0
"3858","commonly",1,"co",1,0
"3862","complain",1,"co",1,0
"3866","comprehension",1,"co",1,0
"3875","confabulate",1,"co",1,1
"3876","confusing",4,"co",1,0
"3880","consciously",1,"co",1,0
"3881","consciousness",2,"co",1,0
"3882","consider",3,"co",1,0
"3883","considerate",1,"co",1,0
"3884","consideration",12,"co",1,0
"3885","considerations",3,"co",1,0
"3886","consistency",3,"co",1,0
"3887","consistent",4,"co",1,0
"3888","consistently",2,"co",1,0
"3890","construct",2,"co",1,0
"3891","constructed",2,"co",1,0
"3892","constructing",2,"co",1,0
"3893","consultants",1,"co",1,0
"3900","controversial",1,"co",1,0
"3901","conundrum",1,"co",1,0
"3903","conversations",4,"co",1,0
"3904","convey",1,"co",1,0
"3906","core",3,"co",1,0
"3915","crafts",1,"co",1,0
"3925","crochet",1,"co",1,0
"3926","crossover",1,"co",1,0
"3927","cue",1,"co",1,0
"3928","cues",1,"co",1,0
"3931","curriculum",1,"co",1,0
"3932","curve",1,"co",1,0
"3936","da",34,"co",1,0
"3939","dance",1,"co",1,0
"3942","daughters",1,"co",1,0
"3943","dawned",1,"co",1,0
"3946","deaf",1,"co",1,0
"3948","decision",1,"co",1,0
"3951","deliver",1,"co",1,0
"3952","delivered",1,"co",1,0
"3953","dementia",2,"co",1,0
"3954","depart",1,"co",1,0
"3955","departments",1,"co",1,0
"3960","depressed",1,"co",1,0
"3961","depression",3,"co",1,0
"3962","derailed",1,"co",1,0
"3969","designer",1,"co",1,0
"3970","desired",1,"co",1,0
"3971","desperately",3,"co",1,0
"3972","detested",1,"co",1,0
"3975","deviated",1,"co",1,0
"3978","diamond",1,"co",1,0
"3979","diaries",1,"co",1,0
"3980","diary",5,"co",1,0
"3983","dictionary",1,"co",1,0
"3985","differed",1,"co",1,0
"3988","differently",1,"co",1,0
"3989","differing",1,"co",1,0
"3991","digression",1,"co",1,0
"3992","dinner",1,"co",1,0
"3995","disabilities",1,"co",1,0
"3998","discovered",1,"co",1,0
"3999","disordered",1,"co",1,0
"4000","dissected",1,"co",1,0
"4001","distractors",1,"co",1,0
"4002","distress",2,"co",1,0
"4003","dither",1,"co",1,0
"4004","diversity",1,"co",1,0
"4005","divulge",1,"co",1,0
"4007","doctorate",1,"co",1,0
"4010","dog",1,"co",1,0
"4012","doll",1,"co",1,0
"4013","dolly",1,"co",1,0
"4014","Dolly",1,"co",1,0
"4016","dottom",1,"co",1,0
"4022","drawn",4,"co",1,0
"4023","dreams",4,"co",1,0
"4025","drifted",1,"co",1,0
"4031","dud",1,"co",1,0
"4036","dynamics",1,"co",1,0
"4037","dysar",1,"co",1,0
"4040","e-mailing",1,"co",1,0
"4042","earless",1,"co",1,0
"4043","early",1,"co",1,0
"4044","Earth",1,"co",1,0
"4046","easiest",1,"co",1,0
"4048","East",1,"co",1,0
