"","CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","ISBN","URL","DOI","URLDATE","LANGUAGE","KEYWORDS","SHORTTITLE","ABSTRACT","COLLABORATOR","COPYRIGHT"
"1","INCOLLECTION","nietzsche_homers_1973","Berlin, Boston",NA,
