1_id	1_span	1_anno_tok:abbrev	1_anno_tok:gloss	1_anno_tok:mftb_lem	1_anno_tok:mftb_pos	1_anno_tok:pos	1_anno_tok:tt_lem	1_anno_tok:tt_pos	2_id	2_span	2_anno_tok:gloss	2_anno_tok:mftb_lem	2_anno_tok:mftb_pos
8593394	ahh	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	8593395	okee	'NULL'	'NULL'	'NULL'
8594169	:))	'NULL'	:))	'NULL'	'NULL'	EMO	'NULL'	'NULL'	8594171	oki	'NULL'	'NULL'	'NULL'
8595615	emojiQtwoHearts	'NULL'	emojiQtwoHearts	'NULL'	'NULL'	EMOJI	'NULL'	'NULL'	8595617	okee	'NULL'	'NULL'	'NULL'
8595975	haha	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	8595976	oke	'NULL'	'NULL'	'NULL'
8596338	joooo	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	8596339	oke	'NULL'	'NULL'	'NULL'
8596354	hahaha	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	8596355	oke	'NULL'	'NULL'	'NULL'
8596948	emojiQblueHeart	'NULL'	emojiQblueHeart	'NULL'	'NULL'	EMOJI	'NULL'	'NULL'	8596950	oki	'NULL'	'NULL'	'NULL'
8597883	?	'NULL'	?	'NULL'	'NULL'	PUN	'NULL'	'NULL'	8597885	oke	'NULL'	'NULL'	'NULL'
8597946	emojiQheavyBlackHeart	'NULL'	emojiQheavyBlackHeart	'NULL'	'NULL'	EMOJI	'NULL'	'NULL'	8597948	oki	'NULL'	'NULL'	'NULL'
8598398	:)	'NULL'	:)	'NULL'	'NULL'	EMO	'NULL'	'NULL'	8598399	okee	'NULL'	'NULL'	'NULL'
8599102	emojiQtwoHearts	'NULL'	emojiQtwoHearts	'NULL'	'NULL'	EMOJI	'NULL'	'NULL'	8599104	oki	'NULL'	'NULL'	'NULL'
8600347	emojiQheavyBlackHeart	'NULL'	emojiQheavyBlackHeart	'NULL'	'NULL'	EMOJI	'NULL'	'NULL'	8600348	oke	'NULL'	'NULL'	'NULL'
8601045	emojiQsmilingFaceWithHeartShapedEyes	'NULL'	emojiQsmilingFaceWithHeartShapedEyes	'NULL'	'NULL'	EMOJI	'NULL'	'NULL'	8601047	okee	'NULL'	'NULL'	'NULL'
8601179	emojiQgreenHeart	'NULL'	emojiQgreenHeart	'NULL'	'NULL'	EMOJI	'NULL'	'NULL'	8601181	oki	'NULL'	'NULL'	'NULL'
8601205	:)	'NULL'	:)	'NULL'	'NULL'	EMO	'NULL'	'NULL'	8601207	oki	'NULL'	'NULL'	'NULL'
8601247	ah	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	8601248	oki	'NULL'	'NULL'	'NULL'
8601977	!	'NULL'	!	'NULL'	'NULL'	PUN	'NULL'	'NULL'	8601979	oke	'NULL'	'NULL'	'NULL'
8603350	:/)	'NULL'	:/)	'NULL'	'NULL'	EMO	'NULL'	'NULL'	8603352	oke	'NULL'	'NULL'	'NULL'
8603643	ah	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	8603644	oki	'NULL'	'NULL'	'NULL'
8603649	min	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	8603650	oki	'NULL'	'NULL'	'NULL'
8604137	emojiQheavyBlackHeart	'NULL'	emojiQheavyBlackHeart	'NULL'	'NULL'	EMOJI	'NULL'	'NULL'	8604139	okee	'NULL'	'NULL'	'NULL'
8604270	haha	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	'NULL'	8604272	oki	'NULL'	'NULL'	'NULL'
8605248	emojiQseeNoEvilMonkey	'NULL'	emojiQseeNoEvilMonkey	'NULL'	'NULL'	EMOJI	'NULL'	'NULL'	8605250	okee	'NULL'	'NULL'	'NULL'
